fragment_id,parent_neuron_id,block_100um,proofread_batch,x_um,y_um,path_length_um,caliber_mean_um,caliber_var,branch_count,tortuosity,pre_synapses,post_synapses,mito_volume_fraction,mean_intensity,label,contains_error
H0759,90066,domain2,D2,,,18.4,0.439,0.0324,3,1.176,1,5,0.113,80.6,spiny_dendrite,0
H0760,90022,domain2,D2,,,34.3,0.086,0.0739,4,1.717,1,3,0.083,93.3,smooth_dendrite,1
H0761,90133,domain2,D2,,,18.4,0.745,0.0779,2,0.71,1,14,0.064,90.5,spiny_dendrite,0
H0762,90134,domain2,D2,,,35.6,0.852,0.0603,1,1.436,0,0,0.033,93.2,glia_process,0
H0763,90108,domain2,D2,,,24.8,0.433,0.0307,2,1.728,2,2,0.081,97.9,axon,0
H0764,90017,domain2,D2,,,62.2,0.253,0.0341,2,1.182,1,1,0.065,97.5,smooth_dendrite,0
H0765,90087,domain2,D2,,,18.9,0.279,0.0323,3,0.893,0,1,0.08,111.9,smooth_dendrite,0
H0766,90009,domain2,D2,,,42.6,0.116,0.0109,1,0.516,2,1,0.025,101.5,axon,1
H0767,90134,domain2,D2,,,23.8,0.596,0.12,4,1.551,1,9,0.023,96.6,spiny_dendrite,0
H0768,90014,domain2,D2,,,32.8,0.862,0.2188,2,2.115,1,4,0.049,82.0,merged_object,1
H0769,90095,domain2,D2,,,18.7,0.489,0.0767,3,1.261,1,1,0.021,94.5,glia_process,0
H0770,90064,domain2,D2,,,37.4,0.446,0.0144,4,1.256,3,1,0.07,101.7,axon,0
H0771,90070,domain2,D2,,,52.2,0.29,0.0129,3,1.75,3,1,0.066,99.8,axon,1
H0772,90084,domain2,D2,,,14.4,0.048,0.0447,3,0.921,0,1,0.034,97.6,smooth_dendrite,0
H0773,90111,domain2,D2,,,26.2,0.556,0.0103,9,0.947,3,1,0.057,91.8,axon,1
H0774,90014,domain2,D2,,,51.0,1.175,0.0394,6,0.538,0,6,0.019,102.9,spiny_dendrite,0
H0775,90053,domain2,D2,,,42.1,0.922,0.0425,1,1.489,0,1,0.12,107.3,smooth_dendrite,0
H0776,90084,domain2,D2,,,21.4,0.321,0.1226,7,0.459,1,3,0.039,93.2,merged_object,1
H0777,90113,domain2,D2,,,19.7,0.527,0.0354,5,1.041,1,3,0.067,110.7,smooth_dendrite,0
H0778,90039,domain2,D2,,,118.7,0.104,0.0306,3,0.922,8,1,0.028,93.3,axon,0
H0779,90005,domain2,D2,,,16.8,0.418,0.0184,4,3.229,0,4,0.051,99.0,spiny_dendrite,0
H0780,90028,domain2,D2,,,48.4,0.174,0.0537,2,2.262,0,2,0.139,104.9,smooth_dendrite,0
H0781,90106,domain2,D2,,,20.2,0.882,0.0315,2,1.239,0,7,0.05,95.2,spiny_dendrite,0
H0782,90134,domain2,D2,,,37.8,0.151,0.0095,5,2.65,3,2,0.033,93.0,axon,1
H0783,90130,domain2,D2,,,12.7,0.574,0.0725,4,2.326,0,1,0.082,99.1,smooth_dendrite,0
H0784,90042,domain2,D2,,,18.9,0.436,0.1374,2,0.672,0,0,0.017,109.6,glia_process,0
H0785,90100,domain2,D2,,,8.5,0.198,0.0645,2,0.726,1,1,0.023,93.4,smooth_dendrite,0
H0786,90014,domain2,D2,,,42.3,0.208,0.0347,1,1.336,3,2,0.015,77.7,axon,1
H0787,90107,domain2,D2,,,85.4,0.145,0.0361,6,1.503,0,2,0.098,88.9,smooth_dendrite,0
H0788,90115,domain2,D2,,,22.2,0.519,0.0148,2,0.893,3,1,0.034,93.2,axon,0
H0789,90097,domain2,D2,,,28.7,0.578,0.0132,3,1.527,2,1,0.035,89.8,axon,0
H0790,90103,domain2,D2,,,33.4,0.721,0.1388,6,1.695,1,4,0.085,105.5,spiny_dendrite,0
H0791,90099,domain2,D2,,,28.9,0.852,0.0225,2,0.482,1,2,0.053,92.6,spiny_dendrite,0
H0792,90098,domain2,D2,,,35.0,0.262,0.0241,2,0.735,3,1,0.041,97.7,axon,0
H0793,90035,domain2,D2,,,34.3,0.727,0.0128,2,2.535,2,3,0.091,96.7,axon,0
H0794,90002,domain2,D2,,,68.4,0.382,0.0956,4,0.899,1,8,0.055,99.7,spiny_dendrite,0
H0795,90137,domain2,D2,,,19.9,1.083,0.0155,6,0.556,1,5,0.039,99.2,smooth_dendrite,1
H0796,90042,domain2,D2,,,21.8,0.242,0.0107,2,1.71,4,1,0.042,111.4,axon,0
H0797,90010,domain2,D2,,,32.5,0.38,0.057,3,1.283,0,1,0.051,99.7,glia_process,0
H0798,90149,domain2,D2,,,71.6,0.378,0.0328,2,0.655,0,4,0.139,90.2,spiny_dendrite,1
H0799,90061,domain2,D2,,,34.9,0.236,0.0725,5,1.827,0,2,0.062,99.2,smooth_dendrite,0
H0800,90010,domain2,D2,,,32.0,0.142,0.0459,4,1.348,0,1,0.044,99.1,smooth_dendrite,0
H0801,90103,domain2,D2,,,82.0,0.866,0.0201,5,0.558,3,1,0.036,99.5,axon,0
H0802,90042,domain2,D2,,,14.3,0.163,0.0536,2,1.558,1,1,0.057,102.2,smooth_dendrite,0
H0803,90021,domain2,D2,,,46.1,0.209,0.0576,2,0.678,1,1,0.033,97.8,axon,0
H0804,90004,domain2,D2,,,60.8,0.448,0.049,2,1.72,8,1,0.047,103.2,axon,0
H0805,90019,domain2,D2,,,26.8,0.259,0.009,1,1.007,3,1,0.03,92.5,axon,0
H0806,90138,domain2,D2,,,66.2,0.253,0.014,5,0.483,1,1,0.035,108.7,smooth_dendrite,0
H0807,90033,domain2,D2,,,20.1,0.638,0.0247,4,2.601,1,5,0.051,103.2,spiny_dendrite,0
H0808,90066,domain2,D2,,,25.9,0.528,0.0235,1,1.916,5,0,0.033,75.8,axon,0
H0809,90042,domain2,D2,,,47.7,0.337,0.0377,2,0.766,4,1,0.035,87.8,axon,0
H0810,90113,domain2,D2,,,18.7,0.582,0.023,4,3.383,3,1,0.094,88.3,axon,0
H0811,90140,domain2,D2,,,47.3,0.845,0.0475,2,0.905,1,6,0.046,96.8,spiny_dendrite,1
H0812,90139,domain2,D2,,,14.4,0.19,0.0226,3,0.749,1,1,0.026,96.0,axon,0
H0813,90095,domain2,D2,,,12.4,0.437,0.0316,7,0.8,0,9,0.049,96.0,spiny_dendrite,1
H0814,90094,domain2,D2,,,46.6,1.046,0.0348,3,1.876,3,2,0.037,82.2,axon,1
H0815,90076,domain2,D2,,,75.6,0.631,0.0497,5,0.908,1,1,0.123,101.3,smooth_dendrite,0
H0816,90066,domain2,D2,,,72.8,0.435,0.0252,6,0.669,3,1,0.068,108.2,axon,0
H0817,90140,domain2,D2,,,30.3,0.181,0.1011,2,1.064,0,2,0.052,94.8,glia_process,1
H0818,90051,domain2,D2,,,20.0,0.51,0.0466,3,1.902,5,2,0.03,93.1,axon,0
H0819,90124,domain2,D2,,,19.5,0.209,0.0252,1,1.534,6,1,0.061,100.8,axon,1
H0820,90059,domain2,D2,,,37.8,2.948,0.0426,4,1.432,1,9,0.125,102.9,spiny_dendrite,0
H0821,90014,domain2,D2,,,16.1,0.62,0.1073,3,3.373,0,6,0.041,105.6,spiny_dendrite,0
H0822,90091,domain2,D2,,,53.2,0.928,0.0361,1,1.543,0,1,0.026,99.5,smooth_dendrite,0
H0823,90127,domain2,D2,,,11.1,0.324,0.0265,2,1.168,1,1,0.084,91.6,smooth_dendrite,0
H0824,90127,domain2,D2,,,15.0,0.301,0.0141,2,4.16,2,1,0.045,94.6,axon,0
H0825,90031,domain2,D2,,,15.9,0.507,0.0996,3,1.093,0,3,0.033,92.5,spiny_dendrite,1
H0826,90131,domain2,D2,,,71.1,0.307,0.0181,2,1.323,4,1,0.03,91.9,axon,0
H0827,90053,domain2,D2,,,33.4,0.322,0.0115,3,2.317,4,4,0.04,105.0,axon,0
H0828,90036,domain2,D2,,,18.6,0.621,0.0089,2,2.494,7,1,0.022,91.1,axon,1
H0829,90124,domain2,D2,,,62.0,0.687,0.0314,3,0.691,1,1,0.064,93.0,spiny_dendrite,0
H0830,90044,domain2,D2,,,39.2,0.209,0.0752,5,0.804,1,2,0.111,100.6,smooth_dendrite,0
H0831,90088,domain2,D2,,,16.3,0.554,0.0797,5,0.94,1,7,0.039,109.9,spiny_dendrite,0
H0832,90140,domain2,D2,,,56.6,0.354,0.0196,3,1.766,5,1,0.106,83.3,axon,0
H0833,90049,domain2,D2,,,31.5,0.276,0.0385,1,1.059,3,1,0.041,101.4,axon,1
H0834,90107,domain2,D2,,,35.9,0.482,0.0361,7,1.046,6,1,0.028,93.8,axon,0
H0835,90122,domain2,D2,,,18.7,0.323,0.1767,5,4.689,0,1,0.072,89.7,glia_process,1
H0836,90142,domain2,D2,,,31.1,0.467,0.1031,6,2.308,0,1,0.028,99.2,glia_process,1
H0837,90031,domain2,D2,,,28.9,0.484,0.0176,3,1.245,3,1,0.034,102.5,axon,0
H0838,90084,domain2,D2,,,68.1,0.169,0.0477,2,1.309,1,5,0.06,91.0,spiny_dendrite,0
H0839,90071,domain2,D2,,,7.7,0.653,0.0665,4,3.975,0,2,0.08,94.1,smooth_dendrite,0
H0840,90037,domain2,D2,,,13.7,0.274,0.0439,5,1.298,0,0,0.029,92.9,glia_process,0
H0841,90084,domain2,D2,,,41.7,0.319,0.0717,2,1.254,1,13,0.044,103.7,spiny_dendrite,1
H0842,90105,domain2,D2,,,36.4,0.433,0.0405,3,0.438,1,4,0.08,84.0,spiny_dendrite,1
H0843,90114,domain2,D2,,,34.7,0.34,0.0576,9,2.034,0,3,0.036,88.1,smooth_dendrite,0
H0844,90014,domain2,D2,,,7.1,0.368,0.0744,2,2.127,0,2,0.118,87.8,smooth_dendrite,0
H0845,90143,domain2,D2,,,46.5,0.213,0.0291,4,1.7,2,1,0.065,100.6,axon,0
H0846,90088,domain2,D2,,,29.2,0.237,0.0097,4,1.034,4,2,0.024,106.7,axon,1
H0847,90087,domain2,D2,,,23.4,0.397,0.0387,3,0.716,1,1,0.099,88.6,smooth_dendrite,0
H0848,90128,domain2,D2,,,94.8,0.345,0.053,2,1.029,0,3,0.036,90.8,spiny_dendrite,0
H0849,90137,domain2,D2,,,38.5,0.435,0.0938,4,0.938,0,7,0.044,99.4,spiny_dendrite,0
H0850,90127,domain2,D2,,,51.5,0.32,0.0092,2,1.271,2,1,0.046,105.3,axon,0
H0851,90132,domain2,D2,,,72.6,0.79,0.0109,5,1.488,3,1,0.034,105.4,axon,0
H0852,90042,domain2,D2,,,39.6,0.631,0.0204,3,0.882,2,4,0.066,81.9,axon,0
H0853,90004,domain2,D2,,,55.2,0.531,0.0042,2,0.839,2,1,0.03,96.6,axon,0
H0854,90140,domain2,D2,,,41.3,0.708,0.0461,1,1.029,0,4,0.028,87.9,spiny_dendrite,0
H0855,90112,domain2,D2,,,18.8,0.49,0.0209,6,2.044,2,2,0.031,109.1,axon,0
H0856,90013,domain2,D2,,,68.0,0.275,0.0219,5,0.752,3,0,0.087,97.1,axon,0
H0857,90057,domain2,D2,,,16.1,0.321,0.0472,6,1.051,1,2,0.053,89.4,smooth_dendrite,0
H0858,90142,domain2,D2,,,50.4,0.122,0.0312,4,1.49,1,1,0.081,97.1,smooth_dendrite,0
H0859,90106,domain2,D2,,,19.4,0.53,0.0366,3,1.666,0,0,0.018,106.4,glia_process,0
H0860,90131,domain2,D2,,,85.6,0.507,0.2288,2,0.869,2,1,0.045,96.8,merged_object,1
H0861,90037,domain2,D2,,,20.3,0.212,0.0394,2,1.554,1,1,0.05,101.1,smooth_dendrite,0
H0862,90106,domain2,D2,,,15.6,0.723,0.0945,2,0.509,1,4,0.036,100.9,spiny_dendrite,0
H0863,90139,domain2,D2,,,38.1,0.653,0.0273,1,0.799,6,1,0.064,103.5,axon,0
H0864,90023,domain2,D2,,,27.6,0.222,0.0341,1,2.603,2,0,0.037,100.2,axon,0
H0865,90118,domain2,D2,,,18.1,0.6,0.1037,5,1.639,1,2,0.06,99.3,spiny_dendrite,0
H0866,90140,domain2,D2,,,41.7,0.237,0.0254,2,1.453,2,1,0.035,82.7,axon,1
H0867,90009,domain2,D2,,,43.8,0.129,0.0054,2,1.232,4,1,0.035,87.2,axon,0
H0868,90019,domain2,D2,,,38.5,0.206,0.0259,2,1.971,1,2,0.11,88.7,smooth_dendrite,0
H0869,90050,domain2,D2,,,10.9,0.336,0.1143,1,2.223,1,2,0.037,94.5,smooth_dendrite,0
H0870,90077,domain2,D2,,,34.8,0.342,0.0154,4,1.607,3,1,0.027,100.9,axon,0
H0871,90050,domain2,D2,,,19.8,1.017,0.0489,2,1.221,0,5,0.068,99.3,spiny_dendrite,0
H0872,90087,domain2,D2,,,12.1,0.194,0.0166,2,1.532,4,1,0.113,89.3,axon,0
H0873,90034,domain2,D2,,,27.3,1.156,0.1797,3,0.548,0,2,0.045,93.7,glia_process,0
H0874,90062,domain2,D2,,,21.8,0.169,0.0435,4,2.727,0,2,0.056,101.4,smooth_dendrite,1
H0875,90076,domain2,D2,,,39.3,0.285,0.0251,10,2.234,0,2,0.019,111.8,spiny_dendrite,1
H0876,90121,domain2,D2,,,23.8,1.558,0.0202,2,0.848,7,1,0.033,103.9,axon,0
H0877,90026,domain2,D2,,,45.3,0.771,0.0481,1,1.149,1,1,0.034,90.9,glia_process,0
H0878,90046,domain2,D2,,,27.8,0.317,0.0109,1,1.152,2,1,0.013,107.3,axon,0
H0879,90074,domain2,D2,,,29.4,0.34,0.0205,3,0.405,1,1,0.035,91.9,axon,0
H0880,90042,domain2,D2,,,22.5,0.755,0.0374,2,0.835,0,5,0.063,110.9,spiny_dendrite,0
H0881,90111,domain2,D2,,,32.8,0.471,0.0151,1,1.555,1,2,0.088,81.0,axon,0
H0882,90070,domain2,D2,,,44.3,0.111,0.0157,2,1.391,2,1,0.061,101.7,axon,0
H0883,90016,domain2,D2,,,33.1,1.019,0.0495,4,0.606,1,7,0.104,96.3,spiny_dendrite,1
H0884,90115,domain2,D2,,,36.8,0.355,0.0076,1,1.676,4,1,0.04,115.0,axon,0
H0885,90018,domain2,D2,,,67.3,0.417,0.0129,2,2.469,5,1,0.035,90.3,axon,0
H0886,90050,domain2,D2,,,67.7,0.483,0.1385,4,2.213,1,16,0.039,100.6,merged_object,1
H0887,90100,domain2,D2,,,21.0,0.217,0.0106,4,0.946,3,0,0.018,94.6,axon,1
H0888,90096,domain2,D2,,,36.4,0.59,0.0115,2,2.117,2,4,0.026,82.7,axon,0
H0889,90135,domain2,D2,,,25.9,0.659,0.0688,5,0.744,0,3,0.027,101.4,spiny_dendrite,0
H0890,90041,domain2,D2,,,45.1,0.393,0.0387,1,0.96,5,1,0.061,94.5,axon,1
H0891,90095,domain2,D2,,,43.2,0.546,0.0132,1,0.675,2,1,0.036,103.4,axon,0
H0892,90093,domain2,D2,,,14.0,0.273,0.038,4,1.503,6,1,0.02,103.2,axon,1
H0893,90053,domain2,D2,,,33.3,0.383,0.0732,5,1.059,0,0,0.037,84.4,glia_process,0
H0894,90011,domain2,D2,,,19.0,0.29,0.0044,1,0.613,1,1,0.067,85.8,axon,0
H0895,90052,domain2,D2,,,21.5,0.553,0.0249,2,0.773,0,1,0.022,84.1,glia_process,0
H0896,90094,domain2,D2,,,18.6,0.3,0.0601,2,1.193,7,1,0.027,91.6,axon,0
H0897,90032,domain2,D2,,,31.3,0.442,0.0455,3,1.202,2,1,0.032,81.7,axon,0
H0898,90075,domain2,D2,,,30.0,0.154,0.0276,2,0.967,3,1,0.025,93.5,axon,0
H0899,90035,domain2,D2,,,36.2,0.322,0.0406,7,0.944,1,6,0.036,91.4,smooth_dendrite,1
H0900,90128,domain2,D2,,,53.0,0.135,0.0101,4,1.933,6,1,0.078,97.9,axon,1
H0901,90019,domain2,D2,,,26.4,0.153,0.0222,7,1.337,1,2,0.092,90.6,smooth_dendrite,0
H0902,90120,domain2,D2,,,56.3,0.281,0.0302,2,2.947,3,0,0.045,88.2,axon,0
H0903,90099,domain2,D2,,,13.1,0.954,0.0448,6,1.128,1,6,0.04,94.5,spiny_dendrite,1
H0904,90009,domain2,D2,,,46.2,0.586,0.1201,4,1.749,1,1,0.096,96.6,glia_process,0
H0905,90098,domain2,D2,,,48.2,0.416,0.0219,4,0.708,3,1,0.05,104.2,axon,0
H0906,90073,domain2,D2,,,80.0,0.34,0.0142,1,2.701,2,0,0.025,93.8,axon,0
H0907,90062,domain2,D2,,,34.1,0.508,0.0244,2,0.279,0,4,0.032,90.6,spiny_dendrite,0
H0908,90027,domain2,D2,,,27.0,0.638,0.0439,5,0.797,1,7,0.033,96.2,spiny_dendrite,0
H0909,90035,domain2,D2,,,35.5,0.817,0.187,2,0.791,0,3,0.066,105.7,spiny_dendrite,0
H0910,90033,domain2,D2,,,50.7,0.247,0.0217,2,1.414,2,1,0.086,102.3,axon,1
H0911,90034,domain2,D2,,,28.6,0.119,0.0886,3,0.926,1,3,0.136,96.1,smooth_dendrite,1
H0912,90137,domain2,D2,,,55.7,0.244,0.0265,2,1.829,2,1,0.041,94.3,axon,1
H0913,90041,domain2,D2,,,12.5,0.226,0.0343,2,4.439,1,8,0.05,93.1,spiny_dendrite,0
H0914,90134,domain2,D2,,,68.7,0.325,0.0222,4,1.036,3,1,0.061,97.2,axon,0
H0915,90089,domain2,D2,,,29.2,0.569,0.025,2,2.216,1,4,0.02,92.2,spiny_dendrite,0
H0916,90126,domain2,D2,,,13.4,0.339,0.0548,8,1.361,3,1,0.022,106.6,axon,0
H0917,90055,domain2,D2,,,25.5,0.51,0.0349,5,2.406,0,0,0.027,94.0,glia_process,0
H0918,90074,domain2,D2,,,18.1,0.353,0.0247,8,1.264,1,0,0.021,91.5,smooth_dendrite,0
H0919,90090,domain2,D2,,,39.3,0.207,0.0223,2,1.471,2,1,0.035,100.1,axon,0
H0920,90044,domain2,D2,,,10.0,0.411,0.0232,3,1.538,8,1,0.028,103.1,axon,0
H0921,90074,domain2,D2,,,24.4,0.251,0.0255,3,2.339,1,3,0.044,80.1,smooth_dendrite,0
H0922,90097,domain2,D2,,,38.4,0.675,0.0353,2,0.879,1,7,0.051,95.0,spiny_dendrite,0
H0923,90007,domain2,D2,,,7.8,1.056,0.0749,3,0.747,0,5,0.103,90.6,spiny_dendrite,0
H0924,90085,domain2,D2,,,16.0,0.462,0.0153,2,1.651,3,2,0.018,87.2,axon,0
H0925,90057,domain2,D2,,,23.3,0.783,0.0672,2,1.052,0,1,0.026,100.0,glia_process,1
H0926,90016,domain2,D2,,,38.5,0.474,0.0125,7,1.098,2,1,0.057,92.5,axon,0
H0927,90146,domain2,D2,,,36.1,0.57,0.0246,2,0.692,1,6,0.175,97.2,spiny_dendrite,0
H0928,90106,domain2,D2,,,37.8,0.49,0.0778,3,0.779,0,0,0.011,97.6,glia_process,1
H0929,90075,domain2,D2,,,43.1,0.276,0.0813,5,1.412,0,1,0.065,94.1,smooth_dendrite,0
H0930,90032,domain2,D2,,,15.0,0.148,0.045,2,1.662,1,3,0.04,82.5,smooth_dendrite,0
H0931,90092,domain2,D2,,,51.0,0.38,0.0299,4,1.094,0,1,0.044,94.1,smooth_dendrite,0
H0932,90074,domain2,D2,,,54.0,0.785,0.043,3,1.713,0,7,0.043,94.1,spiny_dendrite,0
H0933,90072,domain2,D2,,,63.0,0.458,0.0128,2,1.05,0,6,0.101,94.6,spiny_dendrite,0
H0934,90008,domain2,D2,,,13.1,0.67,0.0645,5,1.359,0,0,0.018,88.2,glia_process,0
H0935,90101,domain2,D2,,,17.5,0.903,0.0502,1,1.279,1,8,0.098,85.0,spiny_dendrite,0
H0936,90067,domain2,D2,,,156.5,0.325,0.0292,4,1.7,4,1,0.056,97.9,axon,1
H0937,90141,domain2,D2,,,16.8,0.084,0.0354,5,0.709,1,1,0.141,96.0,smooth_dendrite,0
H0938,90010,domain2,D2,,,38.9,0.637,0.1237,1,2.499,0,0,0.024,92.2,glia_process,0
H0939,90117,domain2,D2,,,110.3,0.427,0.0614,4,1.968,1,4,0.039,93.0,merged_object,1
H0940,90006,domain2,D2,,,76.3,0.198,0.0399,4,0.706,3,0,0.021,83.1,axon,1
H0941,90069,domain2,D2,,,44.3,1.102,0.0381,2,2.447,0,7,0.017,88.5,spiny_dendrite,0
H0942,90141,domain2,D2,,,37.4,0.398,0.0723,4,2.83,0,5,0.122,98.6,smooth_dendrite,0
H0943,90003,domain2,D2,,,57.1,0.236,0.0263,3,3.045,5,2,0.057,92.8,axon,0
H0944,90125,domain2,D2,,,33.9,0.414,0.0185,4,2.563,1,1,0.101,96.4,smooth_dendrite,0
H0945,90094,domain2,D2,,,32.8,0.383,0.022,3,0.766,4,1,0.029,104.9,axon,0
H0946,90023,domain2,D2,,,50.6,0.616,0.0303,2,2.388,1,3,0.083,105.2,spiny_dendrite,0
H0947,90149,domain2,D2,,,28.2,0.377,0.017,5,2.314,5,1,0.172,94.9,axon,0
H0948,90025,domain2,D2,,,19.0,1.254,0.0146,3,1.606,0,3,0.094,93.1,spiny_dendrite,0
H0949,90113,domain2,D2,,,18.8,0.336,0.1298,11,1.679,0,2,0.077,81.0,glia_process,0
H0950,90137,domain2,D2,,,31.8,0.501,0.023,2,0.683,6,1,0.021,88.7,axon,1
H0951,90041,domain2,D2,,,91.5,0.59,0.119,1,1.07,0,0,0.027,105.4,glia_process,0
H0952,90093,domain2,D2,,,29.5,0.272,0.023,2,1.132,4,1,0.036,97.1,axon,0
H0953,90054,domain2,D2,,,27.2,0.697,0.0312,3,1.197,0,3,0.053,97.6,spiny_dendrite,0
H0954,90028,domain2,D2,,,72.0,1.165,0.168,5,1.017,1,5,0.037,96.3,merged_object,1
H0955,90097,domain2,D2,,,45.3,0.494,0.0694,3,0.369,0,1,0.081,98.3,smooth_dendrite,0
H0956,90082,domain2,D2,,,41.1,0.596,0.099,4,1.856,0,4,0.022,109.3,spiny_dendrite,0
H0957,90047,domain2,D2,,,13.5,0.464,0.0606,1,0.751,4,2,0.014,93.2,axon,0
H0958,90025,domain2,D2,,,58.0,0.356,0.0294,4,1.158,1,6,0.058,88.6,spiny_dendrite,1
H0959,90104,domain2,D2,,,91.1,0.258,0.0702,1,0.268,0,3,0.031,86.5,smooth_dendrite,0
H0960,90083,domain2,D2,,,28.6,1.675,0.0532,5,0.987,2,2,0.113,102.2,spiny_dendrite,0
H0961,90127,domain2,D2,,,87.3,0.407,0.0261,2,1.53,4,1,0.023,94.5,axon,1
H0962,90109,domain2,D2,,,52.6,0.38,0.2358,4,3.266,1,4,0.032,104.8,merged_object,1
H0963,90044,domain2,D2,,,13.9,0.453,0.0161,4,1.644,2,1,0.068,98.0,axon,0
H0964,90108,domain2,D2,,,59.9,0.218,0.0655,3,1.699,2,2,0.053,86.2,axon,0
H0965,90049,domain2,D2,,,38.5,0.172,0.0553,7,0.854,0,2,0.053,92.7,smooth_dendrite,0
H0966,90131,domain2,D2,,,35.6,0.249,0.0291,5,1.594,3,1,0.033,94.3,axon,0
H0967,90139,domain2,D2,,,51.0,0.373,0.0121,1,0.461,3,1,0.028,105.2,axon,1
H0968,90071,domain2,D2,,,19.9,0.498,0.0433,5,1.045,0,2,0.018,87.4,glia_process,0
H0969,90058,domain2,D2,,,36.9,0.443,0.0287,5,1.183,3,1,0.031,79.2,axon,0
H0970,90037,domain2,D2,,,10.6,0.408,0.0055,5,0.62,5,1,0.032,98.5,axon,0
H0971,90120,domain2,D2,,,35.0,0.577,0.0321,3,1.383,1,3,0.022,95.2,spiny_dendrite,0
H0972,90055,domain2,D2,,,10.7,0.232,0.0425,3,0.577,1,2,0.064,97.2,smooth_dendrite,0
H0973,90111,domain2,D2,,,11.5,0.239,0.0612,2,2.796,1,1,0.104,98.7,smooth_dendrite,0
H0974,90102,domain2,D2,,,36.2,2.319,0.0549,2,0.996,0,5,0.056,81.3,spiny_dendrite,0
H0975,90047,domain2,D2,,,20.4,0.273,0.0221,4,0.888,1,1,0.049,92.2,axon,0
H0976,90123,domain2,D2,,,40.8,1.68,0.0524,3,0.683,3,1,0.044,99.6,axon,1
H0977,90114,domain2,D2,,,15.1,0.123,0.0133,1,1.111,2,1,0.036,103.6,axon,0
H0978,90007,domain2,D2,,,115.4,0.502,0.0127,3,2.512,3,1,0.032,95.4,axon,1
H0979,90069,domain2,D2,,,26.4,0.575,0.0432,6,1.101,1,1,0.034,97.0,smooth_dendrite,0
H0980,90016,domain2,D2,,,23.1,0.702,0.0519,7,1.545,0,6,0.035,86.2,spiny_dendrite,0
H0981,90129,domain2,D2,,,31.1,0.259,0.0185,2,1.322,4,1,0.017,83.5,axon,0
H0982,90119,domain2,D2,,,43.2,0.185,0.0117,1,1.81,3,0,0.086,99.0,axon,0
H0983,90009,domain2,D2,,,40.3,1.603,0.0704,4,1.673,0,1,0.015,95.1,glia_process,0
H0984,90004,domain2,D2,,,18.5,0.468,0.0475,3,0.913,1,1,0.078,93.5,axon,0
H0985,90082,domain2,D2,,,19.8,0.864,0.0147,2,0.661,0,4,0.053,91.0,smooth_dendrite,0
H0986,90116,domain2,D2,,,12.2,0.369,0.0236,2,1.642,5,1,0.027,93.4,axon,0
H0987,90097,domain2,D2,,,49.3,0.443,0.0286,1,0.58,5,1,0.018,104.4,axon,0
H0988,90124,domain2,D2,,,43.4,0.374,0.0183,2,1.448,2,0,0.033,92.0,axon,1
H0989,90119,domain2,D2,,,32.1,0.192,0.0438,1,1.131,4,1,0.021,91.3,axon,0
H0990,90063,domain2,D2,,,51.0,0.144,0.0206,2,0.789,4,1,0.029,84.1,axon,0
H0991,90075,domain2,D2,,,34.8,0.275,0.073,2,0.491,0,3,0.047,96.7,smooth_dendrite,0
H0992,90011,domain2,D2,,,13.3,0.426,0.023,3,2.444,0,1,0.029,89.6,smooth_dendrite,0
H0993,90121,domain2,D2,,,37.2,0.637,0.0236,3,0.993,3,1,0.027,103.3,axon,0
H0994,90058,domain2,D2,,,23.5,0.436,0.2397,6,0.984,1,3,0.048,90.9,spiny_dendrite,0
H0995,90021,domain2,D2,,,19.4,1.291,0.1079,3,1.295,0,0,0.046,84.8,glia_process,0
H0996,90128,domain2,D2,,,63.4,1.059,0.0221,5,1.184,0,6,0.025,86.7,spiny_dendrite,0
H0997,90142,domain2,D2,,,35.8,0.269,0.0051,1,1.511,3,2,0.035,101.5,axon,0
H0998,90038,domain2,D2,,,46.6,0.422,0.0724,4,0.78,0,7,0.057,102.2,spiny_dendrite,0
H0999,90147,domain2,D2,,,20.9,0.581,0.0826,2,0.797,1,4,0.11,89.8,spiny_dendrite,0
H1000,90091,domain2,D2,,,20.2,0.333,0.0139,3,0.753,7,1,0.035,94.6,axon,1
