fragment_id,parent_neuron_id,block_100um,proofread_batch,x_um,y_um,path_length_um,caliber_mean_um,caliber_var,branch_count,tortuosity,pre_synapses,post_synapses,mito_volume_fraction,mean_intensity,label,contains_error
F3149,40505,0-6,B1,37.0,678.7,21.2,0.194,0.0404,3,0.71,0,0,0.081,130.1,glia_process,1
F3150,40549,3-4,B6,369.3,460.8,26.5,0.532,0.1824,5,0.369,1,3,0.115,121.7,merged_object,1
F3151,40169,6-7,B3,627.9,757.0,35.0,0.431,0.0516,2,4.631,0,6,0.085,126.9,spiny_dendrite,0
F3152,40286,5-0,B1,503.2,30.4,27.4,2.818,0.0297,5,1.273,0,1,0.069,120.8,spiny_dendrite,1
F3153,40445,0-3,B6,79.1,374.4,23.7,0.656,0.0695,1,0.543,1,5,0.055,117.3,smooth_dendrite,1
F3154,40491,7-2,B5,744.0,254.3,43.2,0.742,0.1375,6,0.802,1,9,0.061,129.1,smooth_dendrite,0
F3155,40584,6-0,B1,689.6,37.1,16.5,0.242,0.0207,4,1.152,0,1,0.054,108.1,glia_process,0
F3156,40024,2-0,B1,280.1,88.6,10.7,1.477,0.0368,13,1.312,0,4,0.072,128.9,spiny_dendrite,0
F3157,40044,5-0,B5,543.3,86.1,36.9,0.619,0.02,3,0.534,0,11,0.112,121.1,spiny_dendrite,0
F3158,40178,2-2,B6,231.1,218.2,25.5,1.076,0.0567,7,3.253,0,9,0.086,110.2,spiny_dendrite,1
F3159,40189,1-0,B3,148.6,49.3,43.0,0.592,0.0163,3,1.493,2,1,0.099,114.9,axon,0
F3160,40029,3-3,B2,374.4,340.4,43.4,0.12,0.0127,3,0.218,2,2,0.031,114.5,axon,0
F3161,40581,3-0,B4,374.0,12.9,32.6,0.668,0.1222,16,3.168,2,4,0.064,123.8,merged_object,1
F3162,40192,5-3,B6,506.5,345.9,52.1,0.961,0.0225,4,2.444,0,1,0.039,116.2,spiny_dendrite,0
F3163,40474,1-4,B4,137.0,465.7,48.2,0.295,0.0675,1,0.833,0,8,0.04,121.5,smooth_dendrite,0
F3164,40545,6-6,B2,622.5,632.4,11.5,0.374,0.0977,3,1.518,0,0,0.022,124.5,glia_process,1
F3165,40280,4-4,B6,470.8,454.8,33.7,0.291,0.0148,1,0.745,4,1,0.027,129.2,axon,1
F3166,40087,4-1,B1,464.8,130.4,46.9,0.623,0.0171,5,1.164,3,0,0.027,111.4,axon,0
F3167,40169,6-7,B3,697.2,705.3,34.4,0.287,0.0202,1,4.122,1,3,0.058,126.6,axon,0
F3168,40567,4-3,B2,430.4,328.4,62.0,0.272,0.0294,2,1.891,1,0,0.018,111.2,glia_process,1
F3169,40418,2-4,B3,267.5,493.6,45.1,0.987,0.1893,2,3.454,1,5,0.084,122.4,smooth_dendrite,0
F3170,40095,1-7,B1,157.2,777.5,8.0,0.47,0.0263,3,1.074,0,4,0.333,115.0,spiny_dendrite,0
F3171,40151,6-5,B3,629.3,500.5,24.2,0.362,0.0828,3,1.349,1,24,0.026,128.1,spiny_dendrite,0
F3172,40405,0-3,B5,67.4,346.2,46.4,0.417,0.0437,2,0.341,1,6,0.255,114.6,smooth_dendrite,1
F3173,40129,6-1,B4,647.2,181.3,11.9,0.594,0.1529,5,1.553,1,2,0.044,113.3,spiny_dendrite,0
F3174,40356,3-3,B1,311.4,339.0,11.3,0.633,0.0909,1,2.975,0,7,0.223,110.8,smooth_dendrite,0
F3175,40590,4-4,B1,493.5,421.4,18.2,0.289,0.0945,4,0.959,0,0,0.037,140.7,glia_process,0
F3176,40545,6-6,B2,632.1,660.7,10.6,0.357,0.0737,2,1.126,0,0,0.028,125.4,glia_process,0
F3177,40457,6-0,B5,666.4,66.9,47.9,0.386,0.0366,3,7.178,3,1,0.017,115.2,axon,0
F3178,40390,6-1,B4,621.5,137.8,64.2,0.702,0.0073,3,1.465,7,0,0.091,106.1,axon,0
F3179,40486,6-5,B5,656.8,585.2,22.5,0.494,0.0261,2,1.208,1,4,0.276,129.6,smooth_dendrite,0
F3180,40122,1-0,B4,180.7,76.2,66.6,0.272,0.015,4,2.294,4,1,0.144,121.0,axon,0
F3181,40573,3-0,B5,342.0,60.4,49.7,0.662,0.0551,3,1.408,2,6,0.071,121.0,merged_object,1
F3182,40448,4-0,B4,453.7,68.1,61.2,0.301,0.2771,15,0.869,2,11,0.04,125.9,merged_object,1
F3183,40256,3-0,B3,337.4,4.0,39.1,0.622,0.02,14,2.895,0,3,0.061,118.8,spiny_dendrite,0
F3184,40340,3-4,B6,349.7,478.0,65.2,0.384,0.0557,5,2.132,0,5,0.086,125.1,smooth_dendrite,0
F3185,40023,5-7,B4,552.1,753.4,32.5,0.38,0.0038,1,1.689,2,2,0.028,117.8,axon,0
F3186,40107,7-3,B5,791.8,385.6,170.3,0.263,0.0089,1,1.425,3,1,0.165,120.9,axon,0
F3187,40172,3-5,B2,322.9,569.4,65.6,1.053,0.0219,1,1.028,1,2,0.041,125.3,spiny_dendrite,0
F3188,40103,1-3,B3,175.5,305.1,16.7,0.357,0.0549,8,0.584,0,9,0.079,155.1,spiny_dendrite,1
F3189,40128,0-0,B2,51.2,56.2,68.9,0.108,0.0432,3,0.976,3,3,0.143,124.5,axon,0
F3190,40056,5-3,B5,505.2,309.2,28.1,0.879,0.0148,1,1.12,2,1,0.223,116.2,axon,0
F3191,40335,1-6,B3,159.1,610.0,72.0,0.429,0.0327,5,1.45,15,0,0.055,124.9,axon,0
F3192,40499,6-3,B5,665.1,346.6,41.7,0.374,0.0364,2,4.583,0,5,0.195,97.5,smooth_dendrite,0
F3193,40452,3-0,B6,336.0,7.3,26.0,0.386,0.0107,5,2.974,1,2,0.094,104.5,smooth_dendrite,0
F3194,40535,7-4,B3,741.3,497.6,25.9,0.531,0.1329,1,0.917,1,1,0.061,130.1,glia_process,0
F3195,40024,2-0,B1,201.6,57.7,11.7,0.456,0.0234,7,1.907,1,1,0.082,131.0,axon,0
F3196,40537,0-7,B1,24.8,725.7,11.7,0.459,0.0603,8,1.78,0,0,0.043,115.0,glia_process,0
F3197,40286,5-0,B1,510.8,22.9,27.0,3.366,0.057,3,1.044,0,2,0.071,119.4,spiny_dendrite,0
F3198,40170,1-0,B3,193.4,57.9,71.3,0.373,0.0773,9,0.759,2,7,0.059,111.1,merged_object,1
F3199,40229,5-6,B5,554.4,688.1,59.9,0.324,0.0272,3,1.109,2,3,0.077,133.7,merged_object,1
F3200,40322,5-5,B2,570.6,547.4,29.0,0.372,0.016,3,4.768,3,4,0.053,108.2,axon,0
F3201,40353,6-0,B4,677.2,44.4,33.5,0.626,0.0071,3,0.71,1,1,0.292,107.5,axon,0
F3202,40511,3-2,B4,373.3,272.5,27.9,0.551,0.0219,3,1.011,0,1,0.075,123.3,glia_process,0
F3203,40253,3-1,B1,375.7,152.1,17.9,0.512,0.0398,2,0.954,0,9,0.151,130.5,spiny_dendrite,0
F3204,40006,7-6,B4,771.2,643.7,18.2,0.737,0.0143,1,1.168,4,1,0.042,108.7,axon,0
F3205,40449,5-1,B1,595.5,173.3,12.6,0.998,0.026,1,0.756,9,1,0.413,79.1,axon,1
F3206,40197,4-2,B1,448.9,251.4,22.6,0.503,0.0124,5,1.27,2,0,0.028,128.9,axon,0
F3207,40580,0-5,B1,98.6,572.0,32.2,0.347,0.4925,7,1.503,0,0,0.047,88.4,glia_process,0
F3208,40452,3-0,B6,377.3,54.5,48.1,0.188,0.0072,2,3.111,4,0,0.056,107.2,axon,0
F3209,40336,2-3,B2,232.5,316.2,41.0,0.479,0.0447,3,0.482,4,4,0.138,130.1,axon,0
F3210,40556,7-5,B6,706.8,560.3,14.5,0.552,0.127,5,5.562,1,0,0.065,114.5,glia_process,0
F3211,40037,1-1,B4,154.7,189.5,20.2,0.461,0.041,1,0.667,0,5,0.125,136.7,spiny_dendrite,0
F3212,40326,7-2,B4,727.4,240.8,56.1,0.368,0.0192,10,0.324,5,2,0.09,121.6,axon,0
F3213,40231,0-4,B6,36.5,433.6,35.6,0.268,0.0115,2,1.001,3,1,0.022,119.0,axon,0
F3214,40004,6-1,B5,658.2,149.9,28.0,0.238,0.0165,3,0.899,1,9,0.039,108.0,spiny_dendrite,0
F3215,40413,3-0,B4,358.6,59.7,31.5,0.585,0.0502,1,3.793,6,0,0.036,121.9,axon,0
F3216,40281,0-7,B2,1.9,780.6,31.6,0.723,0.0917,2,0.574,1,1,0.036,128.0,spiny_dendrite,0
F3217,40378,6-1,B6,644.7,170.9,12.2,0.415,0.0715,7,0.396,1,4,0.29,117.4,smooth_dendrite,0
F3218,40441,6-6,B3,604.7,648.2,11.4,0.446,0.0299,2,0.391,1,2,0.081,122.8,smooth_dendrite,0
F3219,40510,6-1,B3,679.9,165.0,31.4,0.692,0.1149,10,1.05,0,1,0.032,114.8,glia_process,1
F3220,40261,6-7,B3,664.3,705.0,80.3,0.198,0.0356,2,1.12,1,18,0.08,132.9,spiny_dendrite,0
F3221,40327,2-2,B6,236.7,219.8,48.4,1.813,0.0718,6,0.556,1,4,0.064,110.7,spiny_dendrite,0
F3222,40237,4-4,B6,413.5,480.5,17.1,0.745,0.0633,2,0.595,1,2,0.031,132.1,spiny_dendrite,0
F3223,40474,1-4,B4,146.0,479.8,42.4,0.339,0.0325,2,0.442,1,1,0.037,118.8,axon,0
F3224,40228,4-6,B3,444.1,647.5,49.6,1.422,0.0307,9,2.428,1,9,0.491,144.4,spiny_dendrite,1
F3225,40289,6-4,B1,658.4,448.7,19.8,2.22,0.0227,4,1.091,1,7,0.057,110.5,spiny_dendrite,0
F3226,40242,5-2,B5,592.5,279.2,15.5,0.443,0.0143,6,1.208,2,1,0.094,126.8,axon,0
F3227,40179,5-6,B2,521.2,680.1,68.9,1.358,0.1442,11,1.034,1,6,0.092,126.1,spiny_dendrite,0
F3228,40419,0-1,B2,63.2,173.8,13.2,0.612,0.1133,2,2.634,0,1,0.143,138.4,smooth_dendrite,1
F3229,40561,0-5,B6,21.7,527.4,70.8,2.879,0.2119,5,1.033,2,5,0.069,93.6,merged_object,1
F3230,40350,6-4,B5,647.1,441.3,33.9,2.195,0.0222,4,1.298,1,1,0.048,125.7,merged_object,1
F3231,40103,1-3,B3,170.6,357.0,23.9,0.431,0.0455,12,1.138,0,11,0.095,155.5,spiny_dendrite,0
F3232,40453,4-2,B4,426.2,281.9,23.5,0.122,0.0099,5,0.624,0,5,0.212,137.4,smooth_dendrite,1
F3233,40511,3-2,B4,331.0,209.3,19.6,0.455,0.0289,3,1.59,1,0,0.082,125.4,glia_process,1
F3234,40368,5-0,B4,592.6,99.3,32.1,0.229,0.0174,6,0.347,3,1,0.024,117.1,axon,1
F3235,40382,6-0,B1,665.5,93.7,45.6,1.08,0.0195,2,2.34,0,6,0.221,111.0,smooth_dendrite,0
F3236,40490,2-4,B1,277.6,412.6,33.9,1.257,0.0662,6,0.641,0,3,0.136,116.3,smooth_dendrite,1
F3237,40470,5-2,B4,546.8,243.3,23.5,0.977,0.0197,1,1.015,1,9,0.146,117.8,smooth_dendrite,0
F3238,40157,7-1,B3,743.6,116.4,72.6,1.241,0.0723,2,1.062,1,1,0.088,98.6,spiny_dendrite,0
F3239,40316,1-4,B5,134.7,494.1,27.1,0.834,0.069,11,1.425,1,2,0.114,122.5,spiny_dendrite,1
F3240,40417,7-6,B2,712.3,635.6,9.8,0.569,0.0601,4,1.068,0,2,0.106,109.1,smooth_dendrite,1
F3241,40447,2-2,B6,220.9,289.5,57.2,0.693,0.0304,4,1.071,1,4,0.102,111.8,smooth_dendrite,0
F3242,40069,6-4,B3,647.2,492.8,29.1,0.293,0.0463,2,0.709,0,4,0.228,123.9,spiny_dendrite,0
F3243,40085,5-0,B4,508.4,72.1,33.0,1.68,0.0234,11,1.315,1,4,0.1,121.4,spiny_dendrite,0
F3244,40105,7-7,B1,724.7,776.1,29.7,0.3,0.0758,6,1.468,6,4,0.035,123.9,merged_object,1
F3245,40476,3-3,B3,347.9,370.8,15.6,0.424,0.023,4,0.89,2,5,0.129,112.5,smooth_dendrite,0
F3246,40465,7-5,B1,739.8,555.0,36.8,0.424,0.0266,3,1.708,0,8,0.141,112.7,smooth_dendrite,0
F3247,40335,1-6,B3,153.0,627.8,36.0,1.096,0.0608,6,1.135,4,3,0.069,125.9,smooth_dendrite,0
F3248,40211,7-2,B4,758.9,218.8,53.8,0.845,0.1013,5,0.48,1,5,0.142,117.4,spiny_dendrite,0
F3249,40590,4-4,B1,444.6,457.4,16.9,0.35,0.1557,5,1.716,0,0,0.045,138.8,glia_process,1
F3250,40006,7-6,B4,718.0,629.0,14.6,1.248,0.021,1,0.783,1,9,0.041,105.3,spiny_dendrite,0
F3251,40464,6-6,B6,613.8,655.1,23.0,0.189,0.0494,5,0.922,1,1,0.075,130.4,axon,0
F3252,40529,5-2,B1,562.1,207.2,48.9,0.977,0.2416,2,0.743,0,0,0.128,118.6,glia_process,1
F3253,40253,3-1,B1,338.5,108.7,31.2,0.505,0.0253,3,2.783,0,6,0.151,131.8,spiny_dendrite,0
F3254,40138,0-1,B3,1.9,184.0,83.7,0.169,0.0515,1,1.388,3,2,0.206,142.9,axon,1
F3255,40428,4-3,B2,418.1,350.4,40.9,0.303,0.1596,2,5.708,0,2,0.095,117.6,smooth_dendrite,1
F3256,40058,3-6,B6,395.4,694.4,65.3,0.166,0.2216,6,0.7,0,15,0.086,142.2,spiny_dendrite,0
F3257,40038,7-5,B2,776.6,555.5,11.7,0.505,0.0097,1,2.213,1,1,0.085,119.7,axon,0
F3258,40576,2-1,B5,228.7,185.7,74.2,0.888,0.0593,3,1.798,0,0,0.02,116.4,glia_process,0
F3259,40347,5-1,B6,589.2,119.1,25.3,0.314,0.0615,2,1.781,0,6,0.437,82.4,smooth_dendrite,0
F3260,40202,0-7,B4,9.1,733.0,13.0,0.655,0.3186,4,0.592,0,4,0.201,117.5,spiny_dendrite,0
F3261,40138,0-1,B3,92.0,112.3,66.4,0.318,0.1069,3,1.749,0,6,0.192,142.6,spiny_dendrite,0
F3262,40325,5-5,B5,553.1,506.7,72.9,0.494,0.027,22,2.157,2,2,0.198,117.4,axon,0
F3263,40474,1-4,B4,164.6,410.6,45.9,0.752,0.0581,3,0.247,0,9,0.034,124.3,smooth_dendrite,0
F3264,40577,0-2,B4,66.2,250.4,15.5,1.47,0.0345,7,2.26,1,0,0.016,132.2,glia_process,1
F3265,40488,5-1,B1,551.2,188.9,20.0,1.067,0.0087,4,2.104,0,5,0.175,85.3,smooth_dendrite,0
F3266,40082,6-5,B6,697.1,560.7,22.0,2.031,0.0693,3,1.335,1,5,0.083,127.2,spiny_dendrite,0
F3267,40224,4-4,B2,474.2,434.4,32.2,0.85,0.7193,3,1.557,4,12,0.163,137.0,merged_object,1
F3268,40245,6-3,B6,685.9,342.9,105.9,0.474,0.0266,2,1.019,4,1,0.09,93.4,axon,0
F3269,40066,3-0,B4,303.0,64.2,21.2,0.226,0.0049,2,3.45,1,2,0.077,116.4,axon,0
F3270,40113,4-7,B1,454.0,779.8,26.4,0.566,0.1725,4,0.733,1,2,0.066,124.1,spiny_dendrite,0
F3271,40122,1-0,B4,169.7,48.4,70.8,0.219,0.0113,4,2.107,3,1,0.088,122.3,axon,0
F3272,40240,5-7,B3,598.9,793.2,20.4,0.252,0.0284,2,0.931,3,1,0.217,128.0,axon,0
F3273,40478,5-2,B2,599.2,289.9,95.1,0.634,0.0196,7,2.27,2,1,0.037,119.2,axon,0
F3274,40282,6-0,B4,603.3,13.5,29.5,0.574,0.2147,6,2.345,0,2,0.071,109.7,spiny_dendrite,0
F3275,40400,5-5,B5,514.3,599.6,103.9,0.21,0.0071,3,1.101,0,2,0.032,117.0,axon,1
F3276,40286,5-0,B1,506.1,65.0,27.5,1.483,0.0217,3,2.773,2,0,0.134,120.1,axon,0
F3277,40266,5-1,B3,598.5,174.6,56.2,0.848,0.0342,5,0.7,1,11,0.174,74.9,spiny_dendrite,0
F3278,40499,6-3,B5,698.8,381.7,32.6,0.299,0.0333,4,4.49,0,6,0.199,97.6,smooth_dendrite,0
F3279,40387,3-4,B4,310.3,498.2,37.7,0.262,0.0261,4,0.472,3,1,0.113,127.9,axon,0
F3280,40027,2-6,B1,299.6,668.1,73.7,0.286,0.0073,8,1.207,2,1,0.069,115.5,axon,0
F3281,40462,0-5,B4,44.9,532.4,27.3,0.478,0.112,6,1.033,1,12,0.056,94.2,smooth_dendrite,1
F3282,40230,1-2,B4,189.4,257.7,32.0,0.096,0.0186,2,0.985,4,1,0.119,111.7,axon,0
F3283,40402,5-4,B6,513.4,453.7,172.9,0.219,0.08,5,1.154,1,3,0.069,125.3,merged_object,1
F3284,40190,2-5,B6,295.5,513.0,14.9,0.27,0.014,2,1.531,4,2,0.018,116.3,axon,0
F3285,40459,3-5,B4,332.5,511.2,95.3,0.097,0.0079,2,3.542,5,0,0.054,132.0,axon,1
F3286,40314,1-4,B3,188.1,416.3,65.4,0.387,0.0139,2,3.582,1,6,0.023,118.2,spiny_dendrite,0
F3287,40117,6-3,B5,678.2,397.6,41.1,0.837,0.0492,1,1.788,2,1,0.099,96.3,axon,1
F3288,40079,2-4,B1,243.0,452.1,58.9,0.747,0.106,2,0.937,1,1,0.053,122.4,spiny_dendrite,0
F3289,40008,7-1,B6,733.3,165.1,29.1,2.831,0.1343,2,11.708,1,3,0.062,96.6,spiny_dendrite,0
F3290,40117,6-3,B5,671.2,302.3,21.8,0.986,0.0393,4,1.535,2,2,0.089,97.4,axon,0
F3291,40092,6-2,B6,618.6,214.7,11.8,1.668,0.0264,3,1.013,3,1,0.071,108.0,axon,0
F3292,40280,4-4,B6,427.1,461.2,22.7,0.481,0.0165,1,0.754,4,1,0.016,129.5,axon,0
F3293,40512,0-0,B1,2.4,68.1,12.4,0.207,0.1625,4,3.97,0,1,0.042,123.4,glia_process,1
F3294,40161,3-0,B4,362.8,34.5,34.4,0.048,0.0138,1,1.357,3,0,0.05,122.0,axon,0
F3295,40415,0-5,B5,26.1,586.9,77.7,0.455,0.0149,2,1.193,2,1,0.019,93.8,axon,0
F3296,40242,5-2,B5,551.0,227.4,11.4,0.416,0.0113,8,1.309,2,1,0.077,125.7,axon,0
F3297,40421,1-0,B4,122.7,73.3,55.3,0.238,0.0195,1,1.231,3,1,0.064,128.0,axon,1
F3298,40138,0-1,B3,15.6,133.5,22.2,0.188,0.0975,1,2.037,0,6,0.309,140.4,spiny_dendrite,0
F3299,40333,6-1,B2,651.0,142.5,54.3,0.232,0.0984,3,1.286,0,2,0.035,112.9,smooth_dendrite,1
F3300,40589,7-1,B4,790.2,171.3,35.2,0.469,0.0202,12,0.423,0,2,0.022,108.5,glia_process,1
F3301,40506,7-7,B4,706.8,789.8,74.4,0.357,0.0331,5,1.664,0,1,0.051,124.3,glia_process,0
F3302,40115,2-7,B4,295.9,795.5,21.2,0.572,0.0505,3,0.305,1,9,0.123,137.5,spiny_dendrite,0
F3303,40392,2-1,B2,209.3,100.8,80.7,0.373,0.0155,1,0.708,4,3,0.061,125.7,axon,0
F3304,40483,5-0,B6,539.4,55.1,11.9,0.657,0.0027,9,0.41,3,2,0.044,112.2,axon,1
F3305,40360,4-0,B4,427.9,13.7,8.9,1.299,0.0143,2,0.72,1,1,0.201,123.4,smooth_dendrite,0
F3306,40490,2-4,B1,287.0,406.3,32.6,1.355,0.0677,4,0.566,0,1,0.167,118.8,smooth_dendrite,1
F3307,40217,7-1,B6,707.7,188.4,32.4,0.657,0.0176,2,0.5,2,1,0.1,98.9,axon,0
F3308,40244,4-4,B2,495.5,440.6,9.2,0.23,0.0353,3,1.254,1,16,0.08,130.1,spiny_dendrite,0
F3309,40349,1-6,B3,131.6,658.8,70.5,0.363,0.0149,2,2.476,2,3,0.069,126.0,axon,0
F3310,40444,4-4,B2,448.3,431.4,30.7,0.727,0.0426,1,3.47,4,1,0.037,136.9,axon,0
F3311,40055,4-0,B6,416.1,90.6,63.1,0.142,0.0117,4,3.644,10,1,0.097,120.8,axon,1
F3312,40147,0-0,B4,17.5,11.9,51.8,0.243,0.0162,4,1.391,2,3,0.058,123.3,axon,0
F3313,40058,3-6,B6,379.2,663.6,43.0,0.162,0.1853,7,0.979,0,14,0.171,143.3,spiny_dendrite,0
F3314,40167,3-5,B2,333.2,592.2,18.3,1.006,0.0594,7,0.73,0,4,0.188,136.2,spiny_dendrite,0
F3315,40025,5-2,B1,506.4,282.1,54.3,0.149,0.0702,2,0.179,1,22,0.043,118.5,spiny_dendrite,0
F3316,40153,3-0,B5,338.9,67.2,6.8,0.49,0.0508,3,1.733,1,5,0.144,113.1,spiny_dendrite,0
F3317,40198,4-2,B3,423.5,230.3,38.2,0.319,0.0156,2,0.623,3,1,0.039,130.1,axon,0
F3318,40148,6-7,B4,654.3,714.1,23.9,0.597,0.0226,1,0.837,0,7,0.079,132.3,spiny_dendrite,0
F3319,40219,2-5,B6,266.1,540.1,33.2,0.496,0.0164,1,0.528,0,5,0.053,127.8,spiny_dendrite,1
F3320,40234,2-6,B4,297.7,622.1,30.1,0.781,0.0296,2,2.02,2,1,0.051,104.3,axon,1
F3321,40441,6-6,B3,696.1,679.2,13.2,0.402,0.0109,2,0.809,1,1,0.082,121.4,smooth_dendrite,1
F3322,40379,4-3,B6,425.9,347.0,51.5,0.451,0.0199,3,1.183,0,11,0.047,112.9,smooth_dendrite,0
F3323,40419,0-1,B2,71.2,109.9,10.6,0.725,0.0601,1,4.259,0,2,0.176,138.3,smooth_dendrite,0
F3324,40268,1-5,B1,194.7,554.5,63.3,0.156,0.0642,3,0.804,0,6,0.105,105.5,spiny_dendrite,0
F3325,40003,3-5,B2,334.9,504.9,74.3,0.36,0.0161,2,2.821,4,1,0.088,128.6,axon,1
F3326,40346,6-1,B4,613.1,103.6,9.5,0.309,0.0529,2,1.398,1,7,0.044,107.6,smooth_dendrite,0
F3327,40169,6-7,B3,682.2,748.4,21.6,0.534,0.081,2,4.788,0,7,0.08,125.2,spiny_dendrite,0
F3328,40413,3-0,B4,300.1,17.7,40.8,0.842,0.1118,1,3.224,1,1,0.069,122.1,smooth_dendrite,0
F3329,40021,4-3,B3,407.3,363.9,18.5,0.979,0.034,3,1.482,1,2,0.078,113.6,spiny_dendrite,0
F3330,40367,7-3,B1,743.0,307.8,48.9,0.351,0.0212,1,0.197,3,1,0.029,128.6,axon,0
F3331,40195,5-3,B1,597.9,392.5,18.6,0.976,0.0399,6,0.894,2,1,0.071,119.0,axon,0
F3332,40139,0-0,B3,53.7,99.8,23.3,0.418,0.0201,1,3.766,1,4,0.135,124.2,spiny_dendrite,0
F3333,40095,1-7,B1,125.0,704.3,16.7,0.526,0.0256,2,0.881,0,4,0.186,115.8,spiny_dendrite,0
F3334,40473,0-1,B2,10.7,136.6,13.2,0.394,0.0324,4,2.128,4,1,0.062,140.2,axon,0
F3335,40211,7-2,B4,741.0,298.9,55.0,1.318,0.0453,13,0.735,1,8,0.068,116.9,spiny_dendrite,1
F3336,40081,5-1,B3,570.5,115.1,49.1,0.683,0.0989,3,1.825,0,8,0.162,74.7,spiny_dendrite,0
F3337,40265,0-6,B6,73.6,665.6,36.5,0.223,0.0235,1,0.988,5,0,0.185,130.4,axon,1
F3338,40546,7-4,B2,744.5,419.0,10.1,0.3,0.0805,1,1.899,0,0,0.036,122.5,glia_process,0
F3339,40173,5-2,B6,591.6,297.1,32.9,0.742,0.0265,1,0.512,6,2,0.058,114.8,axon,1
F3340,40022,1-2,B5,113.6,251.2,18.6,0.308,0.0615,3,2.735,0,6,0.121,122.5,spiny_dendrite,1
F3341,40074,1-0,B1,155.0,43.8,32.3,1.139,0.0176,2,0.655,2,0,0.143,118.7,axon,0
F3342,40062,6-0,B5,611.3,50.1,89.7,1.061,0.1543,1,0.545,1,6,0.048,117.8,spiny_dendrite,0
F3343,40149,1-1,B5,154.0,114.3,14.0,0.401,0.0438,4,0.404,1,9,0.184,132.0,spiny_dendrite,0
F3344,40003,3-5,B2,395.3,561.8,133.6,0.747,0.0814,5,2.035,2,2,0.113,126.5,merged_object,1
F3345,40313,7-6,B1,789.3,695.5,73.1,0.37,0.0644,7,2.505,0,19,0.104,115.1,spiny_dendrite,0
F3346,40370,3-3,B3,316.3,391.2,226.1,0.734,0.0326,8,2.105,1,1,0.221,103.2,axon,0
F3347,40015,4-0,B3,445.3,52.8,30.6,0.258,0.0219,4,0.138,9,0,0.058,123.6,axon,0
F3348,40424,4-5,B4,464.8,597.7,68.9,0.429,0.0587,1,1.241,0,1,0.092,121.1,smooth_dendrite,0
F3349,40343,4-4,B4,429.6,442.6,32.0,0.304,0.0492,3,2.361,0,3,0.056,131.7,smooth_dendrite,0
F3350,40024,2-0,B1,207.1,61.0,10.6,0.896,0.0482,6,1.379,0,5,0.13,130.9,spiny_dendrite,0
F3351,40468,3-7,B1,371.1,715.3,160.4,0.318,0.0164,2,1.679,0,4,0.246,133.2,smooth_dendrite,1
F3352,40111,7-0,B6,771.8,93.9,15.3,0.768,0.0562,3,0.674,3,5,0.058,148.3,spiny_dendrite,0
F3353,40570,0-3,B4,97.6,314.3,42.9,0.291,0.1001,6,1.649,0,1,0.01,114.0,glia_process,0
F3354,40459,3-5,B4,358.8,593.1,70.5,0.118,0.0143,3,2.231,5,1,0.046,128.5,axon,0
F3355,40227,0-7,B2,45.3,718.2,16.1,0.138,0.0099,4,1.188,3,1,0.309,118.4,axon,0
F3356,40574,6-0,B2,683.3,86.4,29.7,1.115,0.2763,18,1.852,0,1,0.044,100.4,glia_process,0
F3357,40144,6-5,B5,650.8,559.2,21.5,0.835,0.0428,3,0.842,1,3,0.186,126.4,spiny_dendrite,0
F3358,40112,0-6,B4,53.4,606.1,22.9,1.127,0.0296,1,1.776,2,0,0.058,129.1,axon,0
F3359,40175,4-2,B3,487.2,283.6,32.2,0.212,0.0183,2,0.782,3,2,0.078,132.8,axon,0
F3360,40248,3-4,B3,326.5,411.6,59.1,0.521,0.0576,4,0.345,0,4,0.076,119.0,spiny_dendrite,0
F3361,40353,6-0,B4,637.1,88.3,29.0,0.491,0.0124,4,0.997,2,1,0.415,109.1,axon,1
F3362,40530,4-7,B5,459.0,744.1,59.4,0.655,0.0516,9,1.651,0,1,0.009,129.8,glia_process,0
F3363,40285,6-5,B6,661.0,567.9,23.3,0.517,0.1007,4,1.272,0,1,0.087,133.0,spiny_dendrite,0
F3364,40192,5-3,B6,548.7,310.1,76.9,0.517,0.0089,2,3.346,2,0,0.045,114.8,axon,1
F3365,40065,1-3,B5,115.3,314.5,51.3,0.506,0.1168,2,3.507,5,4,0.052,144.6,axon,0
F3366,40209,5-5,B3,595.7,583.8,101.2,0.692,0.0476,2,1.409,1,6,0.209,107.3,spiny_dendrite,0
F3367,40314,1-4,B3,193.7,456.3,40.7,0.371,0.021,1,2.163,1,5,0.043,117.2,spiny_dendrite,0
F3368,40329,2-1,B4,244.3,183.4,7.4,1.291,0.1117,5,0.789,2,7,0.028,122.6,spiny_dendrite,0
F3369,40516,5-0,B5,529.4,77.0,5.3,0.86,0.1299,1,0.734,0,1,0.041,117.8,glia_process,0
F3370,40337,1-0,B3,179.1,43.7,29.7,0.496,0.0182,2,1.444,1,3,0.066,120.3,axon,1
F3371,40275,2-2,B6,221.2,225.9,15.5,0.245,0.0246,2,1.114,2,1,0.075,111.3,axon,0
F3372,40169,6-7,B3,636.2,737.4,30.4,0.443,0.0591,1,3.611,0,11,0.098,122.3,spiny_dendrite,0
F3373,40261,6-7,B3,690.4,777.3,70.8,0.25,0.0328,1,0.681,0,4,0.083,136.5,spiny_dendrite,0
F3374,40271,2-5,B2,251.1,557.8,101.1,0.685,0.0214,2,0.614,2,2,0.049,117.4,axon,0
F3375,40391,6-5,B1,623.9,507.5,8.8,0.148,0.0234,2,2.066,1,2,0.054,128.6,axon,0
