synapse_id,pre_root_id,post_root_id,pre_cell_type,post_cell_type,region,x_um,y_um,z_um,size_vx
1119,100229,100058,basket,L23_pyr,L2/3,130.0,191.9,192.6,414
1120,100159,100123,L4_exc,L4_exc,L4,181.4,330.7,121.3,178
1121,100044,100227,L23_pyr,basket,L5,138.8,477.1,23.4,107
1122,100211,100299,L5_pyr,vip,L4,73.7,288.5,176.8,332
1123,100038,100194,L23_pyr,L5_pyr,L5,173.4,571.4,172.5,202
1124,100011,100022,L23_pyr,L23_pyr,L2/3,127.3,228.0,75.8,228
1125,100023,100139,L23_pyr,L4_exc,L4,246.5,491.5,201.3,350
1126,100279,100131,martinotti,,L4,170.6,436.2,93.4,163
1127,100066,100073,L23_pyr,L23_pyr,L2/3,125.9,305.2,221.5,180
1128,100167,100197,L5_pyr,L5_pyr,L5,109.8,606.1,62.1,211
1129,100236,100120,basket,L4_exc,L4,245.2,375.2,227.9,157
1130,100152,100113,L4_exc,L4_exc,L4,105.8,364.3,81.6,288
1131,100134,100079,L4_exc,L23_pyr,L2/3,268.5,193.9,214.3,123
1132,100291,100124,vip,L4_exc,L4,68.0,290.2,155.5,906
1133,100133,100066,L4_exc,L23_pyr,L2/3,25.7,293.4,125.9,182
1134,100092,100065,L4_exc,L23_pyr,L2/3,146.0,259.6,36.5,254
1135,100136,100100,L4_exc,L4_exc,L4,271.3,340.6,250.0,305
1136,100060,100165,L23_pyr,L5_pyr,L5,120.6,499.3,236.7,207
1137,100171,100198,L5_pyr,L5_pyr,L5,42.8,591.7,-9.5,182
1138,100053,100212,L23_pyr,L5_pyr,L5,271.7,563.4,223.3,195
1139,100140,100207,L4_exc,L5_pyr,L5,-9.8,570.7,113.9,376
1140,100279,100117,martinotti,L4_exc,L4,100.8,322.5,183.4,251
1141,100036,100222,L23_pyr,basket,L4,280.8,408.4,25.5,206
1142,100278,100006,martinotti,L23_pyr,L2/3,216.6,121.8,135.3,215
1143,100129,100163,L4_exc,L5_pyr,L5,184.5,514.0,158.6,142
1144,100126,100161,L4_exc,L5_pyr,L5,204.7,528.9,167.7,298
1145,100069,100225,L23_pyr,basket,L4,202.9,326.0,288.6,382
1146,100138,100095,L4_exc,L4_exc,L4,169.4,472.1,266.1,112
1147,100060,100134,L23_pyr,L4_exc,L4,141.4,417.9,257.5,471
1148,100232,100137,basket,L4_exc,L4,33.9,473.0,269.5,228
1149,100084,100264,L23_pyr,martinotti,L2/3,153.7,200.1,-23.4,144
1150,100259,100120,basket,L4_exc,L4,254.2,458.6,133.9,67
1151,100136,100291,L4_exc,vip,L4,317.6,358.9,36.6,163
1152,100068,100145,L23_pyr,L4_exc,L4,127.9,295.9,38.2,692
1153,100272,100158,martinotti,L4_exc,L4,2.1,389.0,159.8,449
1154,100134,100224,L4_exc,basket,L5,94.7,581.6,130.6,105
1155,100200,100104,L5_pyr,L4_exc,L4,7.4,430.9,288.8,71
1156,100277,100273,martinotti,martinotti,L2/3,269.8,149.9,270.0,149
1157,100016,100300,L23_pyr,vip,L2/3,127.0,120.5,113.1,108
1158,100019,100143,L23_pyr,L4_exc,L4,75.5,361.6,235.2,184
1159,100276,100058,martinotti,L23_pyr,L2/3,94.0,200.7,150.5,96
1160,100261,100197,martinotti,L5_pyr,L5,126.8,579.9,137.9,116
1161,100128,100090,L4_exc,L23_pyr,L2/3,3.8,265.2,285.1,219
1162,100160,100147,L4_exc,L4_exc,L4,175.5,305.9,150.7,252
1163,100096,100231,L4_exc,basket,L2/3,80.1,286.8,89.4,145
1164,100070,100244,L23_pyr,basket,L2/3,10.8,298.5,68.6,436
1165,100287,100085,vip,L23_pyr,L2/3,18.1,329.4,3.1,165
1166,100057,100245,L23_pyr,basket,L2/3,72.7,242.9,237.7,54
1167,100003,100072,L23_pyr,L23_pyr,L2/3,330.1,233.0,289.8,195
1168,100029,100095,L23_pyr,L4_exc,L4,201.4,409.4,247.3,206
1169,100186,100162,L5_pyr,L5_pyr,L5,11.3,618.3,51.2,51
1170,100232,100249,basket,basket,L4,172.4,440.5,86.8,628
1171,100075,100062,L23_pyr,L23_pyr,L2/3,30.7,156.2,174.6,52
1172,100020,100036,L23_pyr,L23_pyr,L2/3,173.5,191.2,5.9,306
1173,100268,100096,martinotti,L4_exc,L4,59.4,313.9,185.3,293
1174,100021,100035,L23_pyr,L23_pyr,L2/3,287.3,85.8,269.9,527
1175,100171,100242,L5_pyr,basket,L4,189.3,340.7,253.9,182
1176,100094,100095,L4_exc,L4_exc,L4,172.8,395.9,233.1,292
1177,100020,100242,L23_pyr,basket,L4,203.5,282.9,275.9,285
1178,100044,100273,L23_pyr,martinotti,L2/3,264.3,129.7,240.8,115
1179,100110,100136,L4_exc,L4_exc,L4,290.9,367.1,208.1,327
1180,100076,100254,L23_pyr,basket,L4,262.3,383.7,226.4,344
1181,100200,100266,L5_pyr,martinotti,L5,330.0,432.2,143.5,183
1182,100196,100205,L5_pyr,L5_pyr,L5,95.0,619.2,39.8,57
1183,100264,100031,martinotti,L23_pyr,L2/3,83.7,271.4,-28.3,196
1184,100137,100181,L4_exc,L5_pyr,L5,21.9,486.1,221.5,91
1185,100146,100001,L4_exc,L23_pyr,L2/3,146.1,212.3,75.7,147
1186,100284,100279,martinotti,martinotti,L5,150.4,628.0,221.1,233
1187,100209,100297,L5_pyr,vip,L5,265.2,523.7,4.6,196
1188,100049,100170,L23_pyr,L5_pyr,L5,129.8,622.5,105.8,319
1189,100025,100094,L23_pyr,,L4,91.0,281.8,260.0,129
1190,100030,100106,L23_pyr,L4_exc,L4,195.2,335.5,100.1,58
1191,100228,100110,basket,L4_exc,L4,232.1,380.7,141.9,165
1192,100244,100126,basket,L4_exc,L4,52.5,449.8,-8.2,471
1193,100236,100263,basket,martinotti,L4,19.0,380.4,178.6,266
1194,100097,100236,L4_exc,basket,L4,9.7,409.2,220.0,125
1195,100071,100186,L23_pyr,L5_pyr,L5,118.6,623.4,179.7,242
1196,100074,100011,L23_pyr,L23_pyr,L2/3,-6.5,124.5,6.9,288
1197,100018,100157,L23_pyr,L4_exc,L4,122.7,295.4,84.3,269
1198,100248,100108,basket,L4_exc,L4,229.8,347.8,55.7,242
1199,100291,100238,vip,basket,L4,84.3,379.9,215.7,228
1200,100195,100267,L5_pyr,martinotti,L2/3,120.2,140.8,6.4,67
1201,100100,100274,L4_exc,martinotti,L2/3,249.2,212.9,176.3,606
1202,100050,100022,L23_pyr,L23_pyr,L2/3,131.2,243.3,51.6,148
1203,100116,100221,L4_exc,basket,L4,191.4,411.5,78.3,171
1204,100148,100265,L4_exc,martinotti,L5,200.2,674.4,30.0,356
1205,100066,100003,L23_pyr,L23_pyr,L2/3,137.5,148.7,117.7,158
1206,100040,100228,L23_pyr,basket,L5,147.8,691.5,62.1,55
1207,100255,100206,basket,L5_pyr,L5,84.1,488.3,96.0,299
1208,100139,100274,L4_exc,martinotti,L2/3,283.5,217.6,140.9,186
1209,100165,100095,L5_pyr,L4_exc,L4,160.3,386.4,206.7,173
1210,100215,100271,L5_pyr,martinotti,L5,171.7,489.8,320.8,50
1211,100299,100294,vip,vip,L5,220.8,494.4,283.6,139
1212,100094,100262,L4_exc,martinotti,L2/3,208.1,199.9,-0.5,412
1213,100037,100145,L23_pyr,L4_exc,L4,160.2,289.7,3.8,365
1214,100145,100255,L4_exc,,L4,243.7,311.6,155.0,184
1215,100129,100095,L4_exc,L4_exc,L4,165.1,440.3,273.9,100
1216,100153,100109,L4_exc,L4_exc,L4,68.2,373.1,213.5,72
1217,100273,100038,martinotti,L23_pyr,L2/3,88.9,260.3,106.4,155
1218,100209,100190,L5_pyr,L5_pyr,L5,252.6,506.1,165.3,284
1219,100010,100150,L23_pyr,L4_exc,L4,73.9,370.2,128.1,220
1220,100280,100043,martinotti,L23_pyr,L2/3,171.6,201.0,189.5,411
1221,100127,100248,L4_exc,basket,L2/3,247.1,255.7,91.3,656
1222,100105,100268,L4_exc,martinotti,L4,129.3,307.1,146.7,186
1223,100055,100034,L23_pyr,L23_pyr,L2/3,282.8,263.9,172.7,125
1224,100282,100048,martinotti,L23_pyr,L2/3,49.1,136.5,108.6,489
1225,100074,100060,L23_pyr,L23_pyr,L2/3,114.6,152.2,269.0,162
1226,100098,100182,L4_exc,L5_pyr,L5,188.6,700.6,1.6,262
1227,100221,100106,basket,L4_exc,L4,168.4,268.1,108.9,246
1228,100138,100083,L4_exc,L23_pyr,L2/3,271.4,263.3,105.0,107
1229,100058,100111,L23_pyr,L4_exc,L4,27.2,267.5,103.6,79
1230,100279,100146,martinotti,L4_exc,L4,55.4,434.4,29.7,249
1231,100241,100207,basket,L5_pyr,L5,-44.8,582.7,79.9,530
1232,100216,100140,L5_pyr,L4_exc,L4,41.7,411.1,1.1,72
1233,100273,100063,martinotti,L23_pyr,L2/3,271.4,92.0,274.8,171
1234,100105,100204,L4_exc,L5_pyr,L5,134.9,595.0,25.5,74
1235,100104,100058,L4_exc,L23_pyr,L2/3,120.3,145.2,156.2,453
1236,100229,100035,basket,L23_pyr,L2/3,276.3,66.5,312.2,116
1237,100117,100221,L4_exc,basket,L4,182.1,399.3,138.6,102
1238,100251,100226,basket,basket,L4,17.4,362.6,25.7,480
1239,100134,100142,L4_exc,L4_exc,L4,297.3,349.5,37.4,128
1240,100240,100278,basket,martinotti,L2/3,259.5,269.7,192.3,126
1241,100181,100231,L5_pyr,basket,L2/3,109.0,268.0,51.9,666
1242,100271,100119,martinotti,L4_exc,L4,266.6,365.6,133.2,508
1243,100226,100092,basket,L4_exc,L4,262.4,394.6,152.2,273
1244,100158,100064,L4_exc,L23_pyr,L2/3,219.0,300.7,234.0,231
1245,100144,100128,L4_exc,L4_exc,L4,263.9,299.1,185.6,145
1246,100107,100245,L4_exc,basket,L2/3,90.9,312.1,231.0,509
1247,100288,100237,vip,basket,L5,75.6,477.0,71.7,410
1248,100067,100179,L23_pyr,L5_pyr,L5,161.6,544.2,293.1,75
1249,100131,100229,L4_exc,basket,L2/3,300.7,254.7,185.9,168
1250,100272,100097,martinotti,L4_exc,L4,118.9,273.8,85.7,107
1251,100163,100270,L5_pyr,martinotti,L5,109.7,512.4,296.1,286
1252,100054,100030,L23_pyr,L23_pyr,L2/3,285.1,263.5,77.6,353
1253,100029,100224,L23_pyr,basket,L5,74.4,513.9,128.4,495
1254,100024,100038,L23_pyr,L23_pyr,L2/3,63.8,289.3,52.4,144
1255,100011,100287,L23_pyr,vip,L4,247.4,284.4,5.1,100
1256,100160,100250,L4_exc,basket,L4,259.4,304.3,187.8,312
1257,100008,100114,L23_pyr,L4_exc,L4,85.9,296.1,258.0,143
1258,100107,100234,L4_exc,basket,L4,152.3,312.9,25.0,905
1259,100044,100123,L23_pyr,L4_exc,L4,182.4,323.4,106.0,516
1260,100089,100245,L23_pyr,basket,L2/3,71.3,278.1,276.4,121
1261,100083,100159,L23_pyr,L4_exc,L4,294.0,258.8,275.2,242
1262,100212,100026,L5_pyr,L23_pyr,L2/3,184.8,263.2,260.4,148
1263,100148,100111,L4_exc,L4_exc,L4,37.6,264.6,125.4,95
1264,100005,100046,L23_pyr,L23_pyr,L2/3,241.9,213.9,153.5,307
1265,100283,100116,martinotti,L4_exc,L4,138.5,352.3,31.6,104
1266,100253,100104,basket,L4_exc,L4,42.6,464.6,283.4,276
1267,100098,100186,L4_exc,L5_pyr,L5,119.3,643.1,147.2,135
1268,100183,100119,L5_pyr,L4_exc,L4,230.5,384.1,119.1,114
1269,100145,100105,L4_exc,L4_exc,L4,146.0,336.7,125.3,214
1270,100170,100288,L5_pyr,vip,L5,58.4,441.0,167.3,101
1271,100120,100278,L4_exc,martinotti,L2/3,277.5,239.5,231.5,87
1272,100013,100154,L23_pyr,L4_exc,L4,135.8,432.5,1.8,672
1273,100135,100286,L4_exc,vip,L5,184.6,503.0,115.7,120
1274,100152,100048,L4_exc,L23_pyr,L2/3,7.2,130.0,49.2,226
1275,100030,100015,L23_pyr,L23_pyr,L2/3,212.9,163.3,68.2,179
1276,100091,100073,L4_exc,L23_pyr,L2/3,157.6,270.7,231.7,183
1277,100179,100114,L5_pyr,L4_exc,L4,62.5,403.5,294.1,389
1278,100255,100068,basket,L23_pyr,L2/3,3.5,65.4,227.9,265
1279,100088,100295,L23_pyr,vip,L2/3,84.5,340.4,158.1,121
1280,100181,100204,L5_pyr,L5_pyr,L5,169.5,636.9,87.5,159
1281,100103,100251,L4_exc,basket,L2/3,244.0,145.3,169.8,354
1282,100210,100076,L5_pyr,L23_pyr,L2/3,104.0,184.3,236.1,51
1283,100247,100089,basket,L23_pyr,L2/3,100.0,79.5,189.7,312
1284,100249,100142,basket,L4_exc,L4,275.4,369.4,55.8,157
1285,100175,100285,L5_pyr,martinotti,L5,197.7,658.5,-36.0,133
1286,100215,100156,L5_pyr,L4_exc,L4,10.9,347.7,107.4,156
1287,100009,100258,L23_pyr,basket,L2/3,203.4,110.0,56.0,521
1288,100097,100247,L4_exc,basket,L2/3,75.3,78.6,-12.6,305
1289,100015,100145,L23_pyr,L4_exc,L4,121.7,291.9,10.6,242
1290,100191,100284,L5_pyr,martinotti,L5,196.1,533.2,142.7,79
1291,100011,100121,L23_pyr,L4_exc,L4,255.9,297.4,224.1,227
1292,100240,100092,basket,L4_exc,L4,284.8,418.1,162.6,190
1293,100143,100026,L4_exc,L23_pyr,L2/3,180.3,289.5,230.9,80
1294,100224,100232,basket,basket,L2/3,229.6,199.5,84.9,122
1295,100153,100104,L4_exc,L4_exc,L4,-7.0,414.5,281.0,130
1296,100285,100184,martinotti,L5_pyr,L5,118.3,574.6,71.9,174
1297,100181,100050,L5_pyr,L23_pyr,L2/3,89.9,224.0,108.1,132
1298,100115,100023,L4_exc,L23_pyr,L2/3,311.5,302.5,236.4,49
1299,100195,100255,L5_pyr,basket,L4,303.4,309.4,167.0,203
1300,100060,100176,L23_pyr,L5_pyr,L5,297.3,539.0,189.5,339
1301,100048,100051,L23_pyr,L23_pyr,L2/3,-8.5,82.2,194.7,896
1302,100298,100183,vip,L5_pyr,L5,170.4,481.0,200.0,299
1303,100149,100260,L4_exc,basket,L4,149.9,342.3,282.6,220
1304,100283,100191,martinotti,L5_pyr,L5,147.5,544.4,282.0,75
1305,100184,100123,L5_pyr,L4_exc,L4,137.5,317.7,159.2,235
1306,100139,100105,L4_exc,L4_exc,L4,146.4,302.0,178.3,69
1307,100286,100044,vip,L23_pyr,L2/3,187.9,230.3,231.7,322
1308,100182,100197,L5_pyr,L5_pyr,L5,118.0,565.4,108.5,146
1309,100106,100105,L4_exc,L4_exc,L4,148.7,301.2,205.3,257
1310,100216,100260,L5_pyr,basket,L4,166.2,320.6,272.7,217
1311,100257,100085,basket,L23_pyr,L2/3,31.3,310.1,74.4,289
1312,100241,100085,basket,L23_pyr,L2/3,50.0,265.8,73.2,587
1313,100273,100028,martinotti,L23_pyr,L2/3,57.5,114.3,99.6,164
1314,100067,100151,L23_pyr,L4_exc,L4,-16.0,405.9,84.9,98
1315,100158,100123,L4_exc,L4_exc,L4,114.8,356.0,131.8,104
1316,100097,100295,L4_exc,vip,L2/3,98.0,304.2,183.3,114
1317,100243,100140,basket,L4_exc,L4,46.1,417.5,27.2,100
1318,100240,100077,basket,L23_pyr,L2/3,266.9,105.3,133.9,345
1319,100166,100067,L5_pyr,L23_pyr,L2/3,70.0,229.9,56.0,221
1320,100122,100061,L4_exc,L23_pyr,L2/3,332.4,255.0,162.1,158
1321,100097,100066,L4_exc,L23_pyr,L2/3,-17.3,281.8,101.7,117
1322,100261,100072,martinotti,L23_pyr,L2/3,306.7,257.4,249.6,254
1323,100010,100253,L23_pyr,basket,L2/3,254.8,232.1,144.1,183
1324,100116,100158,L4_exc,L4_exc,L4,29.0,416.7,183.3,238
1325,100209,100279,L5_pyr,martinotti,L5,157.6,700.7,200.4,358
1326,100292,100030,vip,L23_pyr,L2/3,249.5,299.6,103.1,64
1327,100150,100039,L4_exc,L23_pyr,L2/3,307.6,276.5,242.2,89
1328,100050,100162,L23_pyr,L5_pyr,L5,-3.4,624.6,123.0,88
1329,100264,100250,martinotti,basket,L4,199.0,332.5,160.8,724
1330,100006,100135,L23_pyr,L4_exc,L4,227.6,408.0,21.9,187
1331,100260,100097,basket,,L4,153.3,306.5,91.1,253
1332,100175,100206,L5_pyr,L5_pyr,L5,134.0,483.6,131.9,216
1333,100244,100008,basket,L23_pyr,L2/3,155.7,218.8,231.2,219
1334,100251,100074,basket,L23_pyr,L2/3,230.1,272.7,281.6,496
1335,100196,100059,L5_pyr,L23_pyr,L2/3,58.9,224.0,262.9,105
1336,100043,100231,L23_pyr,basket,L2/3,55.6,197.4,99.3,193
1337,100119,100291,L4_exc,vip,L4,270.2,397.3,51.9,446
1338,100028,100190,L23_pyr,L5_pyr,L5,297.4,517.6,201.9,148
1339,100205,100281,L5_pyr,martinotti,L4,4.1,435.1,171.6,335
1340,100060,100215,L23_pyr,L5_pyr,L5,10.1,553.7,265.2,184
1341,100196,100136,L5_pyr,L4_exc,L4,279.1,378.8,246.8,210
1342,100091,100286,L4_exc,vip,L5,230.5,592.6,80.6,219
1343,100112,100085,L4_exc,L23_pyr,L2/3,68.3,273.6,58.6,94
1344,100291,100013,vip,L23_pyr,L2/3,100.8,239.3,65.2,334
1345,100295,100070,vip,L23_pyr,L2/3,304.6,160.4,272.2,207
1346,100172,100140,L5_pyr,L4_exc,L4,15.8,408.6,-1.3,75
1347,100136,100178,L4_exc,L5_pyr,L5,299.5,585.1,182.9,109
1348,100286,100073,vip,L23_pyr,L2/3,104.3,285.3,219.9,270
1349,100038,100052,L23_pyr,L23_pyr,L2/3,241.9,244.8,113.7,44
1350,100018,100050,L23_pyr,L23_pyr,L2/3,81.3,226.9,81.0,63
1351,100201,100278,L5_pyr,martinotti,L2/3,214.1,268.8,187.9,227
1352,100255,100031,basket,L23_pyr,L2/3,116.9,312.3,10.7,181
1353,100285,100119,martinotti,L4_exc,L4,230.7,400.9,116.8,228
1354,100042,100003,L23_pyr,L23_pyr,L2/3,75.6,132.3,120.9,196
1355,100206,100159,L5_pyr,L4_exc,L4,272.5,348.7,295.9,126
1356,100149,100046,L4_exc,L23_pyr,L2/3,217.9,155.0,142.7,134
1357,100100,100273,L4_exc,martinotti,L2/3,332.8,129.4,245.3,236
1358,100297,100227,vip,basket,L5,145.2,479.7,12.0,236
1359,100151,100268,L4_exc,martinotti,L4,180.7,322.1,214.6,119
1360,100250,100034,basket,L23_pyr,L2/3,215.1,237.6,152.0,256
1361,100238,100153,basket,,L4,42.8,386.2,215.8,491
1362,100185,100259,L5_pyr,basket,L5,278.4,665.4,236.8,132
1363,100014,100186,L23_pyr,L5_pyr,L5,116.1,699.2,196.6,168
1364,100261,100277,martinotti,martinotti,L4,-7.8,293.8,139.3,315
1365,100010,100057,L23_pyr,L23_pyr,L2/3,205.0,181.2,231.4,58
1366,100221,100158,basket,L4_exc,L4,16.3,429.1,213.0,136
1367,100168,100125,L5_pyr,L4_exc,L4,184.2,411.6,-23.8,148
1368,100011,100068,L23_pyr,L23_pyr,L2/3,2.4,129.4,157.5,274
1369,100133,100196,L4_exc,L5_pyr,L5,-8.6,672.1,101.5,225
1370,100266,100039,martinotti,,L2/3,314.7,265.6,224.0,523
1371,100120,100288,L4_exc,vip,L5,78.4,422.2,177.2,145
1372,100082,100020,L23_pyr,L23_pyr,L2/3,139.4,157.2,167.9,180
1373,100256,100081,basket,L23_pyr,L2/3,-0.6,220.2,120.1,200
1374,100240,100169,basket,L5_pyr,L5,7.6,493.3,271.8,226
1375,100067,100263,L23_pyr,martinotti,L4,54.3,374.8,223.4,77
1376,100231,100035,basket,L23_pyr,L2/3,244.5,98.1,220.5,160
1377,100241,100091,basket,L4_exc,L4,301.2,459.7,299.9,189
1378,100228,100205,basket,L5_pyr,L5,96.5,610.6,91.8,248
1379,100051,100239,L23_pyr,basket,L2/3,77.4,122.6,317.4,93
1380,100227,100249,basket,basket,L4,163.1,469.6,75.5,275
1381,100085,100296,L23_pyr,vip,L2/3,167.7,256.9,183.0,307
1382,100108,100132,L4_exc,L4_exc,L4,313.6,445.7,62.6,256
1383,100172,100265,L5_pyr,martinotti,L5,192.5,667.0,35.9,317
1384,100058,100253,L23_pyr,basket,L2/3,218.1,159.3,169.4,384
1385,100280,100029,martinotti,L23_pyr,L2/3,81.3,155.7,95.3,428
1386,100224,100262,basket,martinotti,L2/3,161.2,210.1,-59.8,363
1387,100043,100054,L23_pyr,L23_pyr,L2/3,107.1,65.2,85.6,250
1388,100222,100195,basket,L5_pyr,L5,94.6,693.1,134.2,254
1389,100102,100156,L4_exc,L4_exc,L4,72.3,324.4,91.3,187
1390,100231,100081,basket,L23_pyr,L2/3,13.8,237.8,113.7,239
1391,100235,100270,basket,martinotti,L5,159.0,512.9,266.5,102
1392,100207,100212,L5_pyr,L5_pyr,L5,250.6,483.1,241.7,320
1393,100081,100051,L23_pyr,L23_pyr,L2/3,-6.0,118.1,181.9,69
1394,100155,100267,L4_exc,martinotti,L2/3,66.2,119.1,38.0,241
1395,100222,100106,basket,L4_exc,L4,170.9,342.5,75.4,353
1396,100103,100014,L4_exc,L23_pyr,L2/3,35.0,306.7,225.5,242
1397,100053,100047,L23_pyr,L23_pyr,L2/3,67.6,193.1,286.7,91
1398,100157,100118,L4_exc,L4_exc,L4,109.3,409.7,244.0,240
1399,100103,100123,L4_exc,L4_exc,L4,173.0,343.9,207.2,162
1400,100036,100255,L23_pyr,basket,L4,237.1,315.5,110.2,140
1401,100101,100297,L4_exc,vip,L5,230.7,496.9,30.2,111
1402,100199,100188,L5_pyr,L5_pyr,L5,243.6,599.4,151.1,217
1403,100173,100044,L5_pyr,L23_pyr,L2/3,226.4,205.6,172.2,94
1404,100069,100088,L23_pyr,,L2/3,135.8,220.7,230.5,169
1405,100101,100264,L4_exc,martinotti,L2/3,141.6,198.0,14.7,243
1406,100206,100150,L5_pyr,L4_exc,L4,116.5,432.2,96.8,108
1407,100267,100024,martinotti,L23_pyr,L2/3,147.3,173.8,-0.4,960
1408,100040,100128,L23_pyr,L4_exc,L4,279.4,335.1,223.6,147
1409,100094,100224,L4_exc,basket,L5,115.4,520.1,151.2,180
1410,100205,100181,L5_pyr,L5_pyr,L5,31.3,487.9,206.1,319
1411,100101,100263,L4_exc,martinotti,L4,4.4,381.1,135.9,91
1412,100128,100242,L4_exc,basket,L4,210.1,281.8,254.3,125
1413,100185,100279,L5_pyr,martinotti,L5,128.4,638.9,202.2,494
1414,100292,100149,vip,L4_exc,L4,15.6,271.9,127.1,411
1415,100195,100243,L5_pyr,basket,L2/3,39.0,289.7,80.7,172
1416,100059,100264,L23_pyr,martinotti,L2/3,125.7,169.8,19.8,212
1417,100002,100229,L23_pyr,basket,L2/3,316.9,232.1,148.2,93
1418,100085,100083,L23_pyr,L23_pyr,L2/3,225.8,204.1,101.3,90
1419,100085,100227,L23_pyr,basket,L5,158.3,452.2,-16.7,198
1420,100123,100080,L4_exc,L23_pyr,L2/3,155.9,131.3,202.7,300
1421,100063,100020,L23_pyr,L23_pyr,L2/3,189.0,190.3,179.0,106
1422,100257,100217,basket,L5_pyr,L5,107.3,547.7,184.3,343
1423,100189,100223,L5_pyr,basket,L5,271.0,693.1,248.9,98
1424,100029,100058,L23_pyr,L23_pyr,L2/3,95.6,193.8,133.3,142
1425,100205,100223,L5_pyr,basket,L5,241.7,671.9,261.1,337
1426,100267,100107,martinotti,L4_exc,L4,79.7,367.6,124.5,308
1427,100034,100024,L23_pyr,L23_pyr,L2/3,112.6,167.1,58.8,137
1428,100173,100281,L5_pyr,martinotti,L4,-1.4,403.5,161.6,90
1429,100030,100292,L23_pyr,vip,L2/3,27.8,280.3,197.4,289
1430,100056,100031,L23_pyr,L23_pyr,L2/3,123.5,237.0,-38.6,162
1431,100252,100102,basket,L4_exc,L4,72.8,391.2,76.4,282
1432,100175,100194,L5_pyr,L5_pyr,L5,180.6,597.1,131.5,309
1433,100248,100057,basket,L23_pyr,L2/3,141.8,157.0,230.5,617
1434,100182,100066,L5_pyr,L23_pyr,L2/3,45.9,324.5,76.7,139
1435,100111,100050,L4_exc,L23_pyr,L2/3,25.8,239.7,88.4,217
1436,100190,100208,L5_pyr,L5_pyr,L5,281.7,640.2,77.8,276
1437,100245,100228,basket,basket,L5,130.8,700.8,15.7,263
1438,100240,100260,basket,basket,L4,163.9,348.6,287.8,469
1439,100021,100076,L23_pyr,L23_pyr,L2/3,9.8,196.6,275.8,205
1440,100037,100152,L23_pyr,L4_exc,L4,-4.6,377.1,122.2,180
1441,100163,100111,L5_pyr,L4_exc,L4,92.2,309.8,59.6,145
1442,100110,100141,L4_exc,L4_exc,L4,213.0,330.4,223.9,202
1443,100225,100282,basket,martinotti,L2/3,21.4,112.1,83.6,279
1444,100205,100243,L5_pyr,basket,L2/3,48.9,319.2,103.4,197
1445,100141,100274,L4_exc,martinotti,L2/3,269.5,232.6,121.7,180
1446,100024,100244,L23_pyr,basket,L2/3,55.6,291.0,90.2,132
1447,100086,100246,L23_pyr,basket,L2/3,237.1,92.4,75.3,133
1448,100213,100197,L5_pyr,L5_pyr,L5,104.1,584.6,82.2,315
1449,100280,100018,martinotti,L23_pyr,L2/3,257.4,72.6,214.7,135
1450,100006,100153,L23_pyr,L4_exc,L4,84.6,402.2,249.4,191
1451,100113,100214,L4_exc,L5_pyr,L5,125.1,568.7,228.4,153
1452,100163,100039,L5_pyr,L23_pyr,L2/3,294.5,283.2,155.9,128
1453,100108,100176,L4_exc,L5_pyr,L5,300.4,648.5,191.4,153
1454,100188,100092,L5_pyr,L4_exc,L4,262.9,422.1,136.0,215
1455,100057,100066,L23_pyr,L23_pyr,L2/3,32.4,233.8,74.2,144
1456,100273,100261,martinotti,martinotti,L5,136.2,539.2,84.0,126
1457,100044,100148,L23_pyr,L4_exc,L4,178.5,335.2,191.4,82
1458,100033,100229,L23_pyr,basket,L2/3,314.6,273.3,174.3,137
1459,100232,100200,basket,L5_pyr,L5,58.6,556.8,307.7,273
1460,100040,100039,L23_pyr,L23_pyr,L2/3,264.6,287.2,205.7,126
1461,100100,100118,L4_exc,L4_exc,L4,39.6,352.0,274.9,139
1462,100014,100123,L23_pyr,L4_exc,L4,158.3,305.9,145.1,118
1463,100118,100114,L4_exc,L4_exc,L4,48.9,320.2,258.4,211
1464,100143,100244,L4_exc,basket,L2/3,-34.2,287.4,93.1,270
1465,100159,100092,L4_exc,L4_exc,L4,251.3,417.4,115.9,186
1466,100135,100074,L4_exc,L23_pyr,L2/3,255.9,228.4,282.5,229
1467,100286,100261,vip,martinotti,L5,122.4,548.8,115.9,320
1468,100147,100103,L4_exc,L4_exc,L4,140.1,308.7,336.3,342
1469,100213,100262,L5_pyr,martinotti,L2/3,143.3,254.2,19.7,203
1470,100201,100251,L5_pyr,basket,L2/3,214.2,47.6,232.1,125
1471,100240,100131,basket,L4_exc,L4,106.9,412.2,110.1,402
1472,100132,100148,L4_exc,L4_exc,L4,231.4,319.3,150.2,294
1473,100130,100267,L4_exc,martinotti,L2/3,78.2,175.2,7.9,237
1474,100157,100215,L4_exc,L5_pyr,L5,-0.7,618.7,252.0,193
1475,100027,100268,L23_pyr,martinotti,L4,134.1,360.1,207.8,100
1476,100054,100073,L23_pyr,L23_pyr,L2/3,163.7,267.7,245.5,378
1477,100258,100017,basket,L23_pyr,L2/3,104.6,170.7,71.6,224
1478,100290,100073,vip,L23_pyr,L2/3,182.1,308.5,252.5,210
1479,100231,100076,basket,L23_pyr,L2/3,54.8,227.3,320.6,290
1480,100139,100254,L4_exc,basket,L4,241.0,387.1,220.2,158
1481,100168,100264,L5_pyr,martinotti,L2/3,161.6,192.7,-17.7,194
1482,100271,100103,martinotti,L4_exc,L4,106.3,283.4,282.1,514
