10.1016/j.media.2023.102768	Unpaired mesh-to-image translation for 3D fluorescent microscopy images of neurons	Medical Image Anal.	While Generative Adversarial Networks (GANs) can now reliably produce realistic images in a multitude of imaging domains, they are ill-equipped to model thin, stochastic textures present in many large 3D fluorescent microscopy (FM) images acquired in biologica
10.48550/arxiv.2308.07870	<NO TITLE>		Artificial intelligence (AI) is rapidly becoming one of the key technologies of this century. The majority of results in AI thus far have been achieved using deep neural networks trained with a learning algorithm called error backpropagation, always considered
10.1038/s41586-025-08790-w	Functional connectomics spanning multiple areas of mouse visual cortex	bioRxiv	To understand the brain we must relate neurons’ functional responses to the circuit architecture that shapes them. Here, we present a large functional connectomics dataset with dense calcium imaging of a millimeter scale volume. We recorded activity from appro
10.1073/pnas.2516572123	A data-driven framework linking the connectome to spatial gene expression gradients inspired by chemoaffinity theory	Proceedings of the National Academy of S	Significance Understanding how gene expression patterns determine the wiring of the brain is a fundamental question in neuroscience. SPERRFY offers a data-driven framework to decode spatial encoding of whole-brain connectivity by applying multivariate analysis
10.1038/srep15051	Fully automatic and robust 3D registration of serial-section microscopic images	Scientific Reports	Robust and fully automatic 3D registration of serial-section microscopic images is critical for detailed anatomical reconstruction of large biological specimens, such as reconstructions of dense neuronal tissues or 3D histology reconstruction to gain new struc
10.1523/jneurosci.1657-20.2020	Highlights from the Era of Open Source Web-Based Tools	Journal of Neuroscience	High digital connectivity and a focus on reproducibility are contributing to an open science revolution in neuroscience. Repositories and platforms have emerged across the whole spectrum of subdisciplines, paving the way for a paradigm shift in the way we shar
10.7554/elife.01239	A diversity of localized timescales in network activity	eLife	Neurons show diverse timescales, so that different parts of a network respond with disparate temporal dynamics. Such diversity is observed both when comparing timescales across brain areas and among cells within local populations; the underlying circuit mechan
10.1039/c4lc00789a	A multi-channel device for high-density target-selective stimulation and long-term monitoring of cells and subcellular features in C. elegans	Lab on a Chip	Selective cell ablation can be used to identify neuronal functions in multicellular model organisms such as Caenorhabditis elegans. The optogenetic tool KillerRed facilitates selective ablation by enabling light-activated damage of cell or subcellular componen
10.1002/syn.21557	Electron microscopy for mitochondrial density of tissue	Synapse	
10.1016/j.cell.2016.09.009	Competitive Disinhibition Mediates Behavioral Choice and Sequences in Drosophila.	Cell	Even a simple sensory stimulus can elicit distinct innate behaviors and sequences. During sensorimotor decisions, competitive interactions among neurons that promote distinct behaviors must ensure the selection and maintenance of one behavior, while suppressin
10.1017/s0952523800012141	The DAPI-3 amacrine cells of the rabbit retina	Visual Neuroscience	Abstract In the rabbit retina, the nuclear dye, 4,6, diarnidino-2-phenylindole (DAPI), selectively labels a third type of amacrine cell, in addition to the previously characterized type a and type b cholinergic amacrine cells. In this study, these “DAPI-3” ama
10.1101/2020.11.13.381087	The impact of neuron morphology on cortical network architecture	bioRxiv	It has become increasingly clear that the neurons in the cerebral cortex are not randomly interconnected. This wiring specificity can result from synapse formation mechanisms that interconnect neurons depending on their activity or genetically defined identity
10.3389/fnmol.2019.00099	Gap Junctions in A8 Amacrine Cells Are Made of Connexin36 but Are Differently Regulated Than Gap Junctions in AII Amacrine Cells	Frontiers in Molecular Neuroscience	In the mammalian retina, amacrine cells represent the most diverse cell class and are involved in the spatio-temporal processing of visual signals in the inner plexiform layer. They are connected to bipolar, other amacrine and ganglion cells, forming complex n
10.1038/s41593-019-0431-2	Targeting neuronal and glial cell types with synthetic promoter AAVs in mice, non-human primates and humans	Nature Neuroscience	Targeting genes to specific neuronal or glial cell types is valuable for both understanding and repairing brain circuits. Adeno-associated viruses (AAVs) are frequently used for gene delivery, but targeting expression to specific cell types is an unsolved prob
10.1146/annurev-neuro-080317-0621333	The Drosophila Mushroom Body: From Architecture to Algorithm in a Learning Circuit.	Annual Review of Neuroscience	The Drosophila brain contains a relatively simple circuit for forming Pavlovian associations, yet it achieves many operations common across memory systems. Recent advances have established a clear framework for Drosophila learning and revealed the following ke
10.1101/2022.10.21.513016	Optical mapping of ground reaction force dynamics in freely behaving Drosophila melanogaster larvae	bioRxiv	During locomotion, soft-bodied terrestrial animals solve complex control problems at substrate interfaces, but our understanding of how they achieve this without rigid components remains incomplete. Here, we develop new all-optical methods based on optical int
10.1186/s12859-015-0616-y	Learning-guided automatic three dimensional synapse quantification for drosophila neurons	BMC Bioinformatics	The subcellular distribution of synapses is fundamentally important for the assembly, function, and plasticity of the nervous system. Automated and effective quantification tools are a prerequisite to large-scale studies of the molecular mechanisms of subcellu
10.1101/2024.06.14.599047	Ultrastructural sublaminar-specific diversity of excitatory synaptic boutons in layer 1 of the adult human temporal lobe neocortex	bioRxiv	Layer (L)1, beside receiving massive cortico-cortical, commissural and associational projections, is the termination zone of tufted dendrites of pyramidal neurons and the area of Ca2+ spike initiation. However, its synaptic organization in humans is not known.
10.1093/genetics/iyae141	Neuropeptide signaling network of Caenorhabditis elegans: from structure to behavior	Genetics	Abstract Neuropeptides are abundant signaling molecules that control neuronal activity and behavior in all animals. Owing in part to its well-defined and compact nervous system, Caenorhabditis elegans has been one of the primary model organisms used to investi
10.1038/nchembio.408	The chemical biology of synapses and neuronal circuits.	Nature Chemical Biology	Excitatory synapses are located in confined chemical spaces called the dendritic spines. These are atypical femtoliter-order microdomains where the behavior of even single molecules may have important biological consequences. Powerful chemical biological techn
10.1098/rspb.1993.0051	The coupling pattern of axon-bearing horizontal cells in the mammalian retina	Proceedings of the Royal Society of Lond	In most vertebrate retinae, horizontal cells of the same functional type are homologously coupled through gap junctions. However, ultrastructural, physiological and dye-coupling studies have shown that the axon terminals of horizontal cells in mammalian retina
10.1016/j.bbadis.2014.08.002	Advanced diffusion MRI fiber tracking in neurosurgical and neurodegenerative disorders and neuroanatomical studies: A review.	Biochimica et Biophysica Acta	Diffusion MRI enabled in vivo microstructural imaging of the fiber tracts in the brain resulting in its application in a wide range of settings, including in neurological and neurosurgical disorders. Conventional approaches such as diffusion tensor imaging (DT
10.1371/journal.pcbi.1007409	Cyclic transitions between higher order motifs underlie sustained asynchronous spiking in sparse recurrent networks	PLoS Comput. Biol.	A basic—yet nontrivial—function which neocortical circuitry must satisfy is the ability to maintain stable spiking activity over time. Stable neocortical activity is asynchronous, critical, and low rate, and these features of spiking dynamics contribute to eff
10.1186/2041-9139-3-27	Whole-body gene expression pattern registration in Platynereis larvae	EvoDevo	Digital anatomical atlases are increasingly used in order to depict different gene expression patterns and neuronal morphologies within a standardized reference template. In evo-devo, a discipline in which the comparison of gene expression patterns is a widely
10.1038/s41467-022-32247-7	A neural circuit for wind-guided olfactory navigation	Nature Communications	To navigate towards a food source, animals frequently combine odor cues about source identity with wind direction cues about source location. Where and how these two cues are integrated to support navigation is unclear. Here we describe a pathway to the Drosop
10.1038/nmeth.1854	Serial two-photon tomography: an automated method for ex-vivo mouse brain imaging	Nature Methods	Here we describe an automated method, named serial two-photon (STP) tomography, that achieves high-throughput fluorescence imaging of mouse brains by integrating two-photon microscopy and tissue sectioning. STP tomography generates high-resolution datasets tha
10.1038/nn.4016	A transcriptional reporter of intracellular Ca2+ in Drosophila	Nature Neuroscience	Intracellular Ca(2+) is a widely used neuronal activity indicator. Here we describe a transcriptional reporter of intracellular Ca(2+) (TRIC) in Drosophila that uses a binary expression system to report Ca(2+)-dependent interactions between calmodulin and its 
10.1101/2024.06.05.597487	Scalable electron tomography for connectomics	bioRxiv	We demonstrate limited-tilt, serial section electron tomography (ET), which can non-destructively map brain circuits over large 3D volumes and reveal high-resolution, supramolecular details within subvolumes of interest. We show accelerated ET imaging of thick
10.1016/j.cell.2015.09.034	Global brain dynamics embed the motor command sequence of Caenorhabditis elegans.	Cell	While isolated motor actions can be correlated with activities of neuronal networks, an unresolved problem is how the brain assembles these activities into organized behaviors like action sequences. Using brain-wide calcium imaging in Caenorhabditis elegans, w
10.1146/annurev-vision-100119-124713	Impact of Photoreceptor Loss on Retinal Circuitry	Annual Review of Vision Science	Our sense of sight relies on photoreceptors, which transduce photons into the nervous system’s electrochemical interpretation of the visual world. These precious photoreceptors can be disrupted by disease, injury, and aging. Once photoreceptors start to die, b
10.1091/mbc.e15-06-0405	Dendritic spine geometry can localize GTPase signaling in neurons	Molecular Biology of the Cell	The spread of Cdc42 activation at dendritic spines is modeled by means of reaction-diffusion equations solved on spine-like geometries. Excitable behavior arising from positive feedback in Cdc42 activation leads to traveling waves of Cdc42 activity. The narrow
10.1007/s00709-013-0580-1	Serial block face scanning electron microscopy—the future of cell ultrastructure imaging	Protoplasma	One of the major drawbacks in transmission electron microscopy has been the production of three-dimensional views of cells and tissues. Currently, there is no one suitable 3D microscopy technique that answers all questions and serial block face scanning electr
10.1523/jneurosci.0695-21.2021	Dendritic Morphology of an Inhibitory Retinal Interneuron Enables Simultaneous Local and Global Synaptic Integration	Journal of Neuroscience	Amacrine cells, inhibitory interneurons of the retina, feature synaptic inputs and outputs in close proximity throughout their dendritic trees, making them notable exceptions to prototypical somato-dendritic integration with output transmitted via axonal actio
10.1063/1.5017822	Clustering promotes switching dynamics in networks of noisy neurons.	Chaos	Macroscopic variability is an emergent property of neural networks, typically manifested in spontaneous switching between the episodes of elevated neuronal activity and the quiescent episodes. We investigate the conditions that facilitate switching dynamics, f
10.1016/j.conb.2025.102984	Sources of behavioral variability in C. elegans: sex differences, individuality, and internal states	Current Opinion in Neurobiology	Animal behavior varies across different timescales. This includes rapid shifts in behavior as animals transition between states and long-term changes that develop throughout an organism’s life. This review presents the contributions of sex differences, individ
10.1111/jmi.12244	Challenges of microtome‐based serial block‐face scanning electron microscopy in neuroscience	Journal of Microscopy	Serial block‐face scanning electron microscopy (SBEM) is becoming increasingly popular for a wide range of applications in many disciplines from biology to material sciences. This review focuses on applications for circuit reconstruction in neuroscience, which
10.1117/1.nph.2.4.041406	Fluorescence micro-optical sectioning tomography using acousto-optical deflector-based confocal scheme	Neurophotonics	Fluorescent labeling has opened up the possibility of clarifying the complex distribution and circuit wiring of specific neural circuits for particular functions. To acquire the brain-wide fluorescently labeled neural wiring, we have previously developed the f
10.1016/j.neuron.2025.08.022	Ultrabright chemical labeling enables rapid neural connectivity profiling in large tissue samples.	Neuron	Comprehensive mapping of neuronal connections across entire nervous systems remains a fundamental challenge in neuroscience. Here, we introduce labeling individual neurons with chemical dyes and controllable sparseness (LINCS), a technology that achieves rapid
10.1038/nn.4580	Sensory integration and neuromodulatory feedback facilitate Drosophila mechanonociceptive behavior	Nature Neuroscience	Nociception is an evolutionarily conserved mechanism to encode and process harmful environmental stimuli. Like most animals, Drosophila melanogaster larvae respond to a variety of nociceptive stimuli, including noxious touch and temperature, with stereotyped e
10.1101/2022.11.13.516316	Neuronal contact predicts connectivity in the C. elegans brain	bioRxiv	Axons must project to particular brain regions, contact adjacent neurons, and choose appropriate synaptic targets to form a nervous system. Multiple mechanisms have been proposed to explain synaptic partnership choice. In a ‘lock-and-key’ mechanism, first prop
10.1111/j.1365-2818.2009.03140.x	Advantages of indium–tin oxide‐coated glass slides in correlative scanning electron microscopy applications of uncoated cultured cells	Journal of Microscopy	Summary A method of direct visualization by correlative scanning electron microscopy (SEM) and fluorescence light microscopy of cell structures of tissue cultured cells grown on conductive glass slides is described. We show that by growing cells on indium–tin 
10.1534/genetics.114.172239	Neuropeptide Receptors NPR-1 and NPR-2 Regulate Caenorhabditis elegans Avoidance Response to the Plant Stress Hormone Methyl Salicylate	Genetics	Methyl salicylate (MeSa) is a stress hormone released by plants under attack by pathogens or herbivores . MeSa has been shown to attract predatory insects of herbivores and repel pests. The molecules and neurons underlying animal response to MeSa are not known
10.1101/2020.06.22.165209	Cholinergic relay from punishment- to reward-encoding dopamine neurons signals punishment withdrawal as reward in Drosophila	bioRxiv	Animals form and update learned associations between otherwise neutral cues and aversive outcomes to predict and avoid danger in changing environments. When a cue later occurs without punishment, this unexpected withdrawal of aversive outcome is encoded as rew
10.7554/elife.29044	A common directional tuning mechanism of Drosophila motion-sensing neurons in the ON and in the OFF pathway	eLife	In the fruit fly optic lobe, T4 and T5 cells represent the first direction-selective neurons, with T4 cells responding selectively to moving brightness increments (ON) and T5 cells to brightness decrements (OFF). Both T4 and T5 cells comprise four subtypes wit
10.1126/sciadv.adq8131	FlyVISTA, an integrated machine learning platform for deep phenotyping of sleep in Drosophila	Science Advances	There is great interest in using genetically tractable organisms such as Drosophila to gain insights into the regulation and function of sleep. However, sleep phenotyping in Drosophila has largely relied on simple measures of locomotor inactivity. Here, we pre
10.1186/s12868-024-00919-3	The songbird connectome (OSCINE-NET.ORG): structure–function organization beyond the canonical vocal control network	BMC Neuroscience	Understanding the neural basis of behavior requires insight into how different brain systems coordinate with each other. Existing connectomes for various species have highlighted brain systems essential to various aspects of behavior, yet their application to 
10.1016/j.neuron.2014.07.020	Network Structure within the Cerebellar Input Layer Enables Lossless Sparse Encoding	Neuron	Summary The synaptic connectivity within neuronal networks is thought to determine the information processing they perform, yet network structure-function relationships remain poorly understood. By combining quantitative anatomy of the cerebellar input layer a
10.1038/s41467-024-46484-5	The influence of cortical activity on perception depends on behavioral state and sensory context	Nature Communications	The mechanistic link between neural circuit activity and behavior remains unclear. While manipulating cortical activity can bias certain behaviors and elicit artificial percepts, some tasks can still be solved when cortex is silenced or removed. Here, mice wer
10.1002/syn.890070303	Serial reconstructions of granule cell spines in the mammalian olfactory bulb	Synapse	Abstract The Morphology of olfactory bulb granule cell spines and their dendrodendritic synaptic relations with mitral and tufted cell dendrites were examined using serial electron micrographs and 3D computer reconstructions. Most granule cell spines were pedu
10.1016/j.neuron.2014.02.031	Balance and stability of synaptic structures during synaptic plasticity.	Neuron	Subsynaptic structures such as bouton, active zone, postsynaptic density (PSD) and dendritic spine, are highly correlated in their dimensions and also correlate with synapse strength. Why this is so and how such correlations are maintained during synaptic plas
10.1103/physreve.80.061917	Adaptive self-organization in a realistic neural network model.	Physical review. E, Statistical, nonline	Information processing in complex systems is often found to be maximally efficient close to critical states associated with phase transitions. It is therefore conceivable that also neural information processing operates close to criticality. This is further su
10.1101/2023.06.28.546621	The functionally plastic rod photoreceptors in the simplex retina of Little skate (Leucoraja erinacea) exhibit a hybrid rod-cone morphology and enhanc	bioRxiv	The retinas of the vast majority of vertebrate species are termed “duplex” – that is, they contain both rod and cone photoreceptor neurons in different ratios. The retina of Little skate (Leucoraja erinacea) is a rarity among vertebrates because it contains on
10.1016/j.jneumeth.2020.108947	The present and the future of microstructure MRI: From a paradigm shift to normal science	Journal of Neuroscience Methods	The aspiration of imaging tissue microstructure with MRI is to uncover micrometer-scale tissue features within millimeter-scale imaging voxels, in vivo. This kind of super-resolution has fueled a paradigm shift within the biomedical imaging community. However,
10.1093/nar/gkaa486	Combining single-cell RNA-sequencing with a molecular atlas unveils new markers for Caenorhabditis elegans neuron classes	Nucleic Acids Research	Abstract Single-cell RNA-sequencing (scRNA-seq) of the Caenorhabditis elegans nervous system offers the unique opportunity to obtain a partial expression profile for each neuron within a known connectome. Building on recent scRNA-seq data and on a molecular at
10.1002/syn.890080205	Organization of mitochondria in olfactory bulb granule cell dendritic spines	Synapse	Abstract In contrast to dendritic spines with only postsynaptic functions, the spines of olfactory bulb granule cells subserve both pre‐and postsynatic roles. In single sections these spines were previously seen to contain mitochondria, most likely needed to p
10.1016/j.conb.2015.01.007	Large-scale imaging in small brains	Current Opinion in Neurobiology	The dense connectivity in the brain and arrangements of cells into circuits means that one neuron’s activity can influence many others. To observe this interconnected system comprehensively, an aspiration within neuroscience is to record from as many neurons a
10.1109/isbi.2013.6556809	Neuron Segmentation in Electron Microscopy Images Using Partial Differential Equations	IEEE International Symposium on Biomedic	In connectomics, neuroscientists seek to identify the synaptic connections between neurons. Segmentation of cell membranes using supervised learning algorithms on electron microscopy images of brain tissue is often done to assist in this effort. Here we presen
10.1016/j.cub.2020.12.047	A sex-specific switch between visual and olfactory inputs underlies adaptive sex differences in behavior	Current Biology	Summary Although males and females largely share the same genome and nervous system, they differ profoundly in reproductive investments and require distinct behavioral, morphological, and physiological adaptations. How can the nervous system, while bound by bo
10.1016/j.neuron.2009.03.020	Reading the book of memory: sparse sampling versus dense mapping of connectomes.	Neuron	Many theories of neural networks assume rules of connection between pairs of neurons that are based on their cell types or functional properties. It is finally becoming feasible to test such pairwise models of connectivity, due to emerging advances in neuroana
10.1016/j.cub.2010.07.045	Sexual Dimorphism in the Fly Brain	Current Biology	Summary Background Sex-specific behavior may originate from differences in brain structure or function. In Drosophila, the action of the male-specific isoform of fruitless in about 2000 neurons appears to be necessary and sufficient for many aspects of male co
10.1109/access.2021.3056958	Cylindrical Shape Decomposition for 3D Segmentation of Tubular Objects	IEEE Access	We develop a cylindrical shape decomposition (CSD) algorithm to decompose an object, a union of several tubular structures, into its semantic components. We decompose the object using its curve skeleton and restricted translational sweeps. For that, CSD partit
10.1016/j.semcdb.2009.07.008	Electron tomography in life science	Seminars in Cell and Developmental Biolo	Electron tomography (ET) is a three-dimensional technique suitable to study pleomorphic biological structures with nanometer resolution. This makes the methodology remarkably versatile, allowing the exploration of a large range of biological specimens, both in
10.1101/2021.05.03.442480	Gain control by sparse, ultra-slow glycinergic synapses	bioRxiv	Retinal ON starburst amacrine cells (SACs) play a critical role in computing stimulus direction, partly in service of image stabilization by optokinetic nystagmus. ON SAC responses are sculpted by rich GABAergic innervation, mostly from neighbouring SACs. Surp
10.1017/s0952523809990137	Receptive field properties of ON- and OFF-ganglion cells in the mouse retina	Visual Neuroscience	Abstract There are two subclasses of alpha cell in the mammalian retina, which are morphologically identical in plain view but have opposite responses to a luminance change: one is ON center and the other is OFF center. Recent studies have shown that the neura
10.1109/tnnls.2020.3015208	Long-Tailed Characteristic of Spiking Pattern Alternation Induced by Log-Normal Excitatory Synaptic Distribution	IEEE Transactions on Neural Networks and	Studies of structural connectivity at the synaptic level show that in synaptic connections of the cerebral cortex, the excitatory postsynaptic potential (EPSP) in most synapses exhibits sub-mV values, while a small number of synapses exhibit large EPSPs ( $\gt
10.1145/3786344	A Comprehensive Review of Brain-inspired Navigation	ACM Computing Surveys	Intelligent navigation is essential for unmanned systems. Yet nowadays navigation technologies still fall short of animals’ innate navigation prowess, characterized by continuous, efficient, adaptive, low-power navigating across complex terrains, and despite t
10.1117/12.2663901	Exploiting large neuroimaging datasets to create connectome-constrained approaches for more robust, efficient, and adaptable artificial intelligence	Defense + Commercial Sensing	Despite the progress in deep learning networks, efficient learning at the edge (enabling adaptable, low-complexity machine learning solutions) remains a critical need for defense and commercial applications. We have pursued multiple neuroscience-inspired AI ef
10.1016/j.neuron.2010.01.006	Membrane potential dynamics of GABAergic neurons in the barrel cortex of behaving mice.	Neuron	Computations in cortical circuits are mediated by synaptic interactions between excitatory and inhibitory neurons, and yet we know little about their activity in awake animals. Here, through single and dual whole-cell recordings combined with two-photon micros
10.2139/ssrn.3625819	A Versatile Tiling Light Sheet Microscope for Imaging of Cleared Tissues.	Cell Reports	We present a tiling light sheet microscope compatible with all tissue clearing methods for rapid multicolor 3D imaging of cleared tissues with micron-scale (4 × 4 × 10 μm3) to submicron-scale (0.3 × 0.3 × 1 μm3) spatial resolution. The resolving ability is imp
10.1523/jneurosci.0095-11.2011	Myelination and axonal electrical activity modulate the distribution and motility of mitochondria at CNS nodes of Ranvier	Journal of Neuroscience	Energy production presents a formidable challenge to axons as their mitochondria are synthesized and degraded in neuronal cell bodies. To meet the energy demands of nerve conduction, small mitochondria are transported to and enriched at mitochondrial stationar
10.3389/fpsyg.2022.987101	Neurobiological reduction: From cellular explanations of behavior to interventions	Frontiers in Psychology	Scientific reductionism, the view that higher level functions can be explained by properties at some lower-level or levels, has been an assumption of nervous system analyses since the acceptance of the neuron doctrine in the late 19th century, and became a dom
10.1002/(sici)1096-9861(19980330)393:1<58::aid-cne6>3.0.co;2-p	Three‐dimensional organization of cell adhesion junctions at synapses and dendritic spines in area CA1 of the rat hippocampus	The Journal of comparative neurology	Recent work has emphasized the role of adhesion molecules in synaptic plasticity, including long-term potentiation in the hippocampus. Such adhesion molecules are concentrated in junctions that are characterized by dense thickenings on both sides of the juncti
10.1101/2025.11.25.690444	Synaptopodin KO rat for assessing the dendritic spine apparatus and axonal cisternal organelle in synaptic plasticity, development, and behavior	bioRxiv	Abstract The actin-binding protein synaptopodin (Synpo) regulates the cytoskeleton and organization of endoplasmic reticulum, thereby amplifying intracellular Ca 2+ signaling. Knockout (KO) mouse models have been used to study the role of Synpo in kidney and b
10.1016/j.isci.2025.113525	An extension module for a two-photon microscope enables flexible in vivo imaging and all-optical physiology	iScience	Summary Two-photon imaging is essential for revealing the structure, function, and interaction of various cell types. However, conventional two-photon microscopes have limitations in sample accessibility and optogenetic manipulation during imaging. Here, we pr
10.1038/s41467-018-03359-w	Next generation histology methods for three-dimensional imaging of fresh and archival human brain tissues	Nature Communications	Modern clearing techniques for the three-dimensional (3D) visualisation of neural tissue microstructure have been very effective when used on rodent brain but very few studies have utilised them on human brain material, mainly due to the inherent difficulties 
10.1126/science.adh9979	Integrated platform for multiscale molecular imaging and phenotyping of the human brain	bioRxiv	Understanding cellular architectures and their connectivity is essential for interrogating system function and dysfunction. However, we lack technologies for mapping the multi-scale details of individual cells in the human organ-scale system. To address this c
10.64898/2025.12.04.691871	Acute in vivo proximity labeling for membrane targeted proteomics in neuronal circuits	bioRxiv	Despite the growing use of proximity labeling tools, there are limited techniques available to identify subcellularly localized proteins within targeted neuronal circuits on acute timescales in vivo. We engineered membrane targeted versions of the proximity la
10.1093/oso/9780199632190.003.0012	Three-dimensional electron microscopy of tissues and cells	Electron Microscopy in Biology	Abstract The three-dimensional (3D) visualization and analysis of structures is of such considerable importance to investigators in many biomedical and other disciplines that it requires no justification. A fundamental difficulty in many subjects is that the 3
10.1093/jmicro/dfaf010	Unraveling the neural code: analysis of large-scale two-photon microscopy data	Microscopy	Abstract The brain is an intricate neuronal network that orchestrates our thoughts, emotions and actions through dynamic interactions between neurons. If we could record the activity of all neurons simultaneously in detail, it could revolutionize our understan
10.3389/fnbeh.2019.00012	Comparative Principles for Next-Generation Neuroscience	Frontiers in Behavioral Neuroscience	Neuroscience is enjoying a renaissance of discovery due in large part to the implementation of next-generation molecular technologies. The advent of genetically encoded tools has complemented existing methods and provided researchers the opportunity to examine
10.1523/jneurosci.1124-14.2014	Topography and Areal Organization of Mouse Visual Cortex	Journal of Neuroscience	To guide future experiments aimed at understanding the mouse visual system, it is essential that we have a solid handle on the global topography of visual cortical areas. Ideally, the method used to measure cortical topography is objective, robust, and simple 
10.1016/j.cophys.2019.01.006	When networks walk a fine line: balance of excitation and inhibition in spinal motor circuits	Current Opinion in Physiology	Investigations on spinal motor circuits have primarily been related to direct connections to motoneurons and supraspinal input, while the motor pattern generation circuit itself has remained elusive. In the classical half-center model (HCM), motor patterns are
10.7554/elife.84312	Early-life experience reorganizes neuromodulatory regulation of stage-specific behavioral responses and individuality dimensions during development	eLife	Early-life experiences may promote stereotyped behavioral alterations that are dynamic across development time, but also behavioral responses that are variable among individuals, even when initially exposed to the same stimulus. Here, by utilizing longitudinal
10.1073/pnas.2111183118	Hugin+ neurons provide a link between sleep homeostat and circadian clock neurons	Proceedings of the National Academy of S	Significance This manuscript identifies a mechanism by which sleep can sometimes occur at the wrong circadian time of day. Sleep is regulated by two processes, the circadian system, which confers 24-h rhythms on sleep, and the homeostatic system, which ensures
10.1101/2024.04.30.591885	The retina’s neurovascular unit: Müller glial sheaths and neuronal contacts	bioRxiv	The neurovascular unit (NVU), comprising vascular, glial and neural elements, supports the energetic demands of neural computation, but this aspect of the retina’s trilaminar vessel network is poorly understood. Only the innermost vessel layer – the superficia
10.1177/1073858409343961	Sensory Experience and Cortical Rewiring	The Neuroscientist	Adult primary sensory cortex is not hard wired, but adapts to sensory experience. The cellular basis for cortical plasticity involves a combination of functional and structural changes in cortical neurons and the connections between them. Functional changes su
10.1101/2025.04.23.650240	Specialized parallel pathways for adaptive control of visual object pursuit		Summary To pursue a moving visual object, the brain must generate motor commands that continuously steer the object to the center of the visual field via feedback. The gain of this control loop is flexible, yet the biological mechanisms underlying such adaptiv
10.1523/jneurosci.1894-12.2013	Temperature integration at the AC thermosensory neurons in Drosophila	Journal of Neuroscience	Temperature sensation has a strong impact on animal behavior and is necessary for animals to avoid exposure to harmful temperatures. It is now well known that thermoTRP (transient receptor potential) channels in thermosensory neurons detect a variable range of
10.1016/j.conb.2015.08.001	Synapse-type-specific plasticity in local circuits.	Current Opinion in Neurobiology	Neuroscientists spent decades debating whether synaptic plasticity was presynaptically or postsynaptically expressed. It was eventually concluded that plasticity depends on many factors, including cell type. More recently, it has become increasingly clear that
10.1002/dneu.22466	Oxytocin mediated behavior in invertebrates: An evolutionary perspective	Developmental Neurobiology	ABSTRACT The molecular and functional conservation of oxytocin‐related neuropeptides in behavior is striking. In animals separated by at least 600 million years of evolution, from roundworms to humans, oxytocin homologs play critical roles in the modulation of
10.1007/s00359-025-01785-y	Emerging tools to advance neuroethology in butterflies and moths	Journal of Comparative Physiology A. Sen	Butterflies and moths have played historically important roles in developing our understanding of both ecology and evolutionary biology, and neuroethology. In both contexts, the diversity of behavioral strategies and specializations displayed by different Lepi
10.1101/2023.11.30.569086	Wind Gates Olfaction Driven Search States in Free Flight	bioRxiv	For organisms tracking a chemical cue to its source, the motion of their surrounding fluid provides crucial information for success. Swimming and flying animals engaged in olfaction driven search often start by turning into the direction of an oncoming wind or
10.3389/fncir.2022.977700	Igneous: Distributed dense 3D segmentation meshing, neuron skeletonization, and hierarchical downsampling	Frontiers in Neural Circuits	Three-dimensional electron microscopy images of brain tissue and their dense segmentations are now petascale and growing. These volumes require the mass production of dense segmentation-derived neuron skeletons, multi-resolution meshes, image hierarchies (for 
10.1016/j.tins.2003.10.010	Interneuron Diversity series: Fast in, fast out--temporal and spatial signal processing in hippocampal interneurons.	Trends in Neurosciences	
10.3389/fnmol.2017.00024	Redundant Postsynaptic Functions of SynCAMs 1–3 during Synapse Formation	Frontiers in Molecular Neuroscience	Investigating the roles of synaptogenic adhesion molecules during synapse formation has proven challenging, often due to compensatory functions between additional family members. The synaptic cell adhesion molecules 1–3 (SynCAM1–3) are expressed both pre- and 
10.1016/j.brainresbull.2026.111788	A coupling network for brain computing: E-I balanced embedding in dual-attractor dynamics systems.	Brain Research Bulletin	As an important neural network model, the continuous attractor neural network (CANN) demonstrates unique advantages in simulating and explaining the representation and storage mechanisms of continuous variables (such as position, direction, etc.) in the brain.
10.1038/sj.modpathol.3800869	Electron Microscopy	Modern Pathology	
10.1007/978-3-319-10443-0_39	Deep Learning Based Imaging Data Completion for Improved Brain Disease Diagnosis	Lecture Notes in Computer Science	Combining multi-modality brain data for disease diagnosis commonly leads to improved performance. A challenge in using multimodality data is that the data are commonly incomplete; namely, some modality might be missing for some subjects. In this work, we propo
10.1038/s41583-024-00824-y	Network state transitions during cortical development	Nature Reviews Neuroscience	Mammalian cortical networks are active before synaptogenesis begins in earnest, before neuronal migration is complete, and well before an animal opens its eyes and begins to actively explore its surroundings. This early activity undergoes several transformatio
10.1002/hbm.23141	Cortical chemoarchitecture shapes macroscale effective functional connectivity patterns in macaque cerebral cortex	Human Brain Mapping	Abstract The mammalian cortex is a complex system of—at the microscale level—interconnected neurons and—at the macroscale level—interconnected areas, forming the infrastructure for local and global neural processing and information integration. While the effec
10.3389/fphys.2021.659440	The Power of Drosophila melanogaster for Modeling Neonicotinoid Effects on Pollinators and Identifying Novel Mechanisms	Frontiers in Physiology	Neonicotinoids are the most widely used insecticides in the world and are implicated in the widespread population declines of insects including pollinators. Neonicotinoids target nicotinic acetylcholine receptors which are expressed throughout the insect centr
